Пол,Возраст,Путешествует с детьми,Путешествует по работе,Тип,Расстояние,Покупка билета онлайн,Питание включено,Наличие wifi,Оценка комфортности места,Оценка качества уборки,Оценка качества обслуживания в пути,Удовлетворён предоставленной услугой,Оценка комфортности покупки билета онлайн,Оценка качества питания,Оценка качества wifi,Оценка комфортности времени отправления/прибытия,Общая оценка качества предоставленной услуги
муж,29,да,нет,плацкарт,229,1,1,0,3,3,4,1,плохо,нормально,отсутствует,хорошо,нормально
жен,59,да,нет,плацкарт,968,1,1,0,2,2,3,1,плохо,плохо,отсутствует,хорошо,нормально
жен,67,нет,нет,св,973,1,0,1,5,4,3,1,нормально,отсутствует,плохо,нормально,нормально
муж,53,да,нет,плацкарт,458,1,0,0,2,2,3,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,28,нет,нет,плацкарт,1050,1,1,1,5,5,3,1,нормально,хорошо,нормально,плохо,хорошо
муж,61,да,нет,плацкарт,669,1,1,1,1,1,3,1,хорошо,плохо,хорошо,нормально,хорошо
жен,65,нет,нет,плацкарт,486,1,1,0,4,2,3,1,хорошо,плохо,отсутствует,нормально,нормально
жен,47,нет,да,плацкарт,849,1,1,1,2,3,3,1,плохо,хорошо,плохо,плохо,нормально
муж,54,нет,нет,купе,530,1,0,1,3,3,4,1,нормально,отсутствует,нормально,нормально,нормально
муж,69,нет,нет,плацкарт,229,1,0,1,3,3,5,1,нормально,отсутствует,нормально,хорошо,нормально
муж,41,нет,нет,купе,443,1,1,0,2,2,4,1,плохо,плохо,отсутствует,хорошо,нормально
муж,34,нет,да,купе,187,0,1,0,4,4,4,1,отсутствует,нормально,отсутствует,плохо,хорошо
жен,28,нет,нет,купе,1392,1,1,0,4,4,4,1,плохо,нормально,отсутствует,нормально,нормально
муж,43,нет,да,плацкарт,384,1,1,1,4,4,3,1,хорошо,нормально,плохо,плохо,хорошо
муж,57,нет,да,св,384,1,0,1,4,3,3,1,нормально,отсутствует,плохо,плохо,нормально
жен,27,нет,нет,плацкарт,123,0,0,1,4,4,4,1,отсутствует,отсутствует,плохо,нормально,нормально
муж,30,нет,да,купе,1286,1,0,1,2,1,3,0,нормально,отсутствует,плохо,нормально,плохо
жен,48,да,нет,плацкарт,516,1,1,1,1,1,2,0,хорошо,плохо,нормально,плохо,плохо
жен,62,нет,нет,плацкарт,991,1,1,1,4,1,4,1,нормально,плохо,плохо,плохо,нормально
муж,49,да,нет,купе,649,1,1,0,1,1,3,1,плохо,плохо,отсутствует,нормально,нормально
жен,30,нет,да,плацкарт,2491,1,1,1,3,3,2,1,плохо,нормально,плохо,плохо,нормально
муж,47,нет,нет,плацкарт,320,1,1,1,3,3,2,1,нормально,нормально,нормально,нормально,нормально
муж,31,нет,нет,плацкарт,1001,1,1,0,3,3,2,1,плохо,нормально,отсутствует,плохо,нормально
муж,62,нет,нет,плацкарт,974,1,1,0,5,5,4,1,плохо,хорошо,отсутствует,хорошо,нормально
жен,47,нет,да,плацкарт,259,1,0,1,2,4,5,1,плохо,отсутствует,хорошо,плохо,хорошо
жен,56,нет,нет,плацкарт,1416,1,0,1,4,4,3,1,нормально,отсутствует,плохо,хорошо,нормально
жен,26,нет,да,купе,1791,1,0,1,4,5,4,1,плохо,отсутствует,хорошо,хорошо,хорошо
жен,40,нет,нет,купе,1173,1,1,1,4,4,5,1,нормально,нормально,плохо,хорошо,нормально
муж,18,нет,да,плацкарт,1071,1,1,1,4,2,3,1,нормально,плохо,нормально,нормально,нормально
жен,47,нет,да,плацкарт,1098,1,1,1,4,1,3,1,хорошо,плохо,нормально,хорошо,нормально
муж,22,нет,нет,св,889,1,1,1,5,5,4,1,нормально,хорошо,нормально,нормально,нормально
муж,57,да,да,купе,261,1,0,1,3,3,3,1,плохо,отсутствует,плохо,плохо,нормально
жен,30,нет,да,плацкарт,275,1,0,1,4,4,4,1,нормально,отсутствует,нормально,нормально,хорошо
жен,50,нет,нет,плацкарт,875,1,1,0,4,3,4,1,плохо,хорошо,отсутствует,нормально,нормально
муж,57,нет,да,плацкарт,653,1,1,1,4,4,3,1,плохо,нормально,нормально,плохо,нормально
жен,35,нет,нет,плацкарт,428,1,1,1,1,1,2,0,нормально,плохо,плохо,хорошо,плохо
жен,53,да,нет,плацкарт,190,1,1,0,2,2,5,1,плохо,плохо,отсутствует,хорошо,нормально
жен,62,нет,нет,св,446,1,1,0,5,4,3,1,хорошо,хорошо,отсутствует,хорошо,нормально
муж,38,нет,да,плацкарт,145,1,0,0,4,4,4,1,плохо,отсутствует,отсутствует,плохо,нормально
муж,52,нет,нет,плацкарт,339,1,1,0,5,5,5,1,плохо,хорошо,отсутствует,хорошо,нормально
муж,52,да,нет,плацкарт,665,1,1,0,5,5,4,1,плохо,плохо,отсутствует,хорошо,нормально
муж,57,нет,нет,плацкарт,559,1,1,0,2,3,5,1,плохо,нормально,отсутствует,хорошо,нормально
муж,45,да,да,св,3872,1,1,0,2,2,2,0,нормально,плохо,отсутствует,нормально,плохо
муж,25,нет,да,плацкарт,904,0,1,0,2,2,4,1,отсутствует,плохо,отсутствует,плохо,хорошо
жен,32,да,нет,плацкарт,1229,1,0,1,2,2,4,1,нормально,отсутствует,нормально,хорошо,нормально
муж,43,нет,нет,плацкарт,544,1,0,0,5,5,2,1,плохо,отсутствует,отсутствует,плохо,нормально
жен,32,да,нет,плацкарт,410,1,0,1,5,5,4,1,нормально,отсутствует,нормально,плохо,хорошо
жен,21,нет,нет,плацкарт,633,1,0,1,3,3,2,0,плохо,отсутствует,плохо,плохо,плохо
муж,66,нет,нет,плацкарт,289,1,1,1,2,2,4,1,нормально,плохо,плохо,нормально,нормально
жен,45,нет,да,плацкарт,195,1,1,1,1,3,2,1,нормально,нормально,плохо,плохо,нормально
жен,48,нет,нет,плацкарт,214,1,0,1,3,3,5,1,нормально,отсутствует,нормально,плохо,нормально
жен,44,да,нет,плацкарт,268,1,0,0,2,4,4,1,плохо,отсутствует,отсутствует,хорошо,нормально
муж,47,нет,нет,плацкарт,854,1,0,1,4,2,4,1,нормально,отсутствует,нормально,плохо,нормально
жен,34,нет,нет,плацкарт,839,1,1,0,1,1,3,1,плохо,плохо,отсутствует,хорошо,нормально
муж,19,нет,да,плацкарт,614,1,1,1,3,3,3,1,нормально,нормально,плохо,нормально,нормально
жен,60,да,нет,плацкарт,200,1,0,1,2,2,3,0,нормально,отсутствует,плохо,плохо,плохо
муж,27,нет,нет,плацкарт,858,1,1,0,3,3,4,1,плохо,нормально,отсутствует,нормально,нормально
жен,43,нет,нет,плацкарт,493,1,0,0,3,1,4,1,плохо,отсутствует,отсутствует,плохо,нормально
муж,48,нет,нет,плацкарт,664,1,1,0,4,4,5,1,плохо,нормально,отсутствует,хорошо,нормально
муж,46,нет,да,плацкарт,631,1,1,1,3,3,3,1,нормально,нормально,плохо,нормально,нормально
жен,52,нет,да,плацкарт,396,1,0,0,3,2,3,1,хорошо,отсутствует,отсутствует,хорошо,нормально
муж,33,нет,нет,плацкарт,1409,1,1,0,5,5,3,1,плохо,хорошо,отсутствует,нормально,нормально
муж,33,да,да,плацкарт,1122,1,1,1,1,1,4,0,плохо,плохо,плохо,плохо,плохо
жен,19,нет,да,купе,196,1,1,1,3,3,3,1,нормально,нормально,плохо,нормально,нормально
жен,58,да,нет,плацкарт,1155,1,1,0,4,4,3,1,нормально,нормально,отсутствует,хорошо,нормально
муж,29,нет,да,плацкарт,530,1,1,1,1,1,3,0,нормально,плохо,плохо,плохо,плохо
жен,51,нет,да,купе,854,1,0,0,3,4,2,1,хорошо,отсутствует,отсутствует,хорошо,хорошо
жен,18,нет,да,плацкарт,2333,1,1,0,4,4,3,1,плохо,плохо,отсутствует,плохо,нормально
жен,32,нет,нет,плацкарт,477,1,1,0,1,3,2,0,плохо,нормально,отсутствует,нормально,плохо
жен,47,нет,нет,плацкарт,733,1,1,1,3,3,3,1,нормально,плохо,нормально,нормально,хорошо
жен,45,да,нет,плацкарт,768,1,0,1,4,1,2,1,хорошо,отсутствует,хорошо,нормально,хорошо
жен,20,нет,да,плацкарт,2512,1,0,1,5,5,4,1,нормально,отсутствует,хорошо,хорошо,хорошо
жен,20,нет,нет,плацкарт,276,1,1,0,3,5,4,1,плохо,хорошо,отсутствует,хорошо,нормально
жен,58,да,нет,плацкарт,374,1,1,0,4,4,2,1,хорошо,нормально,отсутствует,нормально,нормально
муж,54,нет,да,плацкарт,566,1,1,1,4,4,4,1,нормально,нормально,нормально,нормально,хорошо
жен,49,нет,да,плацкарт,1102,1,1,0,3,4,2,1,плохо,плохо,отсутствует,плохо,нормально
муж,61,нет,нет,плацкарт,264,0,1,1,4,4,4,1,отсутствует,нормально,плохо,нормально,нормально
муж,39,нет,да,плацкарт,334,1,1,1,4,4,2,1,нормально,нормально,нормально,плохо,хорошо
муж,65,нет,нет,плацкарт,678,1,0,0,4,4,5,1,плохо,отсутствует,отсутствует,хорошо,нормально
жен,35,да,нет,плацкарт,1624,1,0,0,5,5,4,1,плохо,отсутствует,отсутствует,хорошо,нормально
жен,25,да,да,св,2427,1,1,0,1,1,2,0,нормально,плохо,отсутствует,нормально,плохо
жен,41,нет,нет,купе,1201,1,1,1,4,4,2,1,хорошо,плохо,нормально,хорошо,нормально
муж,21,нет,да,плацкарт,665,1,1,0,1,1,2,0,плохо,плохо,отсутствует,нормально,плохо
муж,59,нет,да,плацкарт,408,1,0,1,4,4,4,1,плохо,отсутствует,нормально,плохо,хорошо
жен,46,нет,нет,плацкарт,138,1,1,0,3,1,2,1,плохо,плохо,отсутствует,нормально,нормально
жен,70,нет,нет,купе,1528,1,0,1,4,3,5,1,нормально,отсутствует,нормально,нормально,хорошо
жен,42,да,нет,плацкарт,768,1,1,1,1,4,4,1,нормально,нормально,плохо,нормально,нормально
муж,45,да,нет,купе,1708,1,0,1,4,4,3,1,нормально,отсутствует,плохо,нормально,нормально
муж,38,нет,да,св,3701,1,1,0,3,4,2,1,нормально,хорошо,отсутствует,нормально,нормально
жен,35,нет,нет,плацкарт,276,1,1,1,3,3,5,1,хорошо,нормально,хорошо,нормально,хорошо
муж,29,нет,да,купе,578,1,1,0,2,2,3,1,нормально,плохо,отсутствует,нормально,нормально
жен,25,нет,да,плацкарт,469,1,1,0,2,2,2,0,плохо,плохо,отсутствует,нормально,плохо
муж,47,нет,нет,плацкарт,636,1,1,1,2,2,5,1,нормально,плохо,плохо,хорошо,нормально
жен,39,нет,да,плацкарт,1184,1,0,1,4,4,4,1,нормально,отсутствует,плохо,нормально,нормально
жен,66,нет,да,купе,388,1,1,0,1,1,2,0,плохо,нормально,отсутствует,плохо,плохо
жен,59,нет,нет,плацкарт,2209,1,1,1,5,4,3,1,нормально,хорошо,нормально,нормально,хорошо
муж,35,нет,нет,плацкарт,2379,1,1,1,5,4,3,1,нормально,нормально,нормально,нормально,нормально
муж,44,нет,да,плацкарт,369,1,1,1,5,5,4,1,нормально,хорошо,хорошо,нормально,хорошо
жен,40,нет,нет,плацкарт,490,1,1,0,3,4,2,1,плохо,нормально,отсутствует,хорошо,нормально
муж,36,нет,да,плацкарт,194,1,0,0,2,2,3,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,27,нет,да,купе,484,1,0,0,4,4,2,1,плохо,отсутствует,отсутствует,плохо,нормально
муж,62,нет,нет,плацкарт,226,0,1,1,4,4,2,1,отсутствует,нормально,плохо,хорошо,нормально
муж,39,нет,да,плацкарт,843,1,0,1,5,5,2,1,плохо,отсутствует,хорошо,плохо,хорошо
муж,48,нет,да,плацкарт,424,1,0,1,3,3,1,1,хорошо,отсутствует,плохо,хорошо,нормально
муж,40,да,нет,купе,2459,1,0,0,3,3,4,1,плохо,отсутствует,отсутствует,хорошо,нормально
жен,29,нет,нет,плацкарт,407,1,1,1,4,4,3,1,нормально,нормально,нормально,нормально,нормально
жен,34,нет,нет,купе,292,1,0,1,2,2,4,1,нормально,отсутствует,плохо,хорошо,нормально
муж,49,нет,да,купе,391,1,0,1,5,5,3,1,хорошо,отсутствует,хорошо,нормально,хорошо
муж,38,нет,да,плацкарт,466,1,1,0,1,1,3,1,плохо,плохо,отсутствует,нормально,нормально
муж,59,нет,да,купе,227,1,1,1,3,3,3,1,плохо,нормально,нормально,плохо,хорошо
жен,39,нет,да,плацкарт,458,1,0,1,4,4,3,1,нормально,отсутствует,нормально,нормально,хорошо
муж,57,нет,да,св,703,1,1,1,4,5,4,1,нормально,плохо,нормально,нормально,хорошо
муж,29,нет,нет,плацкарт,2387,1,1,0,3,3,3,1,плохо,плохо,отсутствует,нормально,нормально
жен,27,нет,да,плацкарт,700,1,0,1,4,4,3,1,хорошо,отсутствует,нормально,плохо,нормально
жен,37,да,нет,плацкарт,454,1,1,1,5,5,3,1,нормально,хорошо,плохо,плохо,нормально
жен,30,нет,да,купе,237,1,1,0,2,4,3,1,плохо,нормально,отсутствует,плохо,нормально
муж,35,нет,да,купе,901,1,0,1,2,2,3,1,нормально,отсутствует,плохо,нормально,нормально
жен,34,нет,нет,плацкарт,957,1,1,1,5,4,4,1,нормально,нормально,нормально,нормально,хорошо
муж,28,нет,нет,плацкарт,631,1,1,0,3,4,3,1,плохо,нормально,отсутствует,нормально,нормально
жен,40,нет,да,св,3098,1,1,1,4,3,4,1,нормально,нормально,нормально,нормально,хорошо
жен,65,нет,нет,плацкарт,1672,1,0,0,5,4,3,1,плохо,отсутствует,отсутствует,хорошо,нормально
муж,36,нет,да,плацкарт,365,1,1,0,4,4,3,1,плохо,нормально,отсутствует,нормально,нормально
жен,43,нет,нет,плацкарт,1697,1,1,1,1,5,2,1,нормально,плохо,нормально,хорошо,нормально
жен,63,да,нет,плацкарт,1453,1,1,1,3,3,2,1,нормально,нормально,плохо,нормально,нормально
муж,55,нет,да,плацкарт,783,1,0,1,4,4,3,1,нормально,отсутствует,нормально,нормально,хорошо
жен,27,нет,нет,купе,356,1,0,0,4,4,3,1,плохо,отсутствует,отсутствует,нормально,нормально
муж,37,нет,да,купе,1035,1,0,0,1,1,2,0,плохо,отсутствует,отсутствует,плохо,плохо
жен,68,нет,нет,купе,1082,1,1,0,2,5,4,1,плохо,нормально,отсутствует,нормально,нормально
муж,39,нет,да,плацкарт,336,1,1,1,4,4,3,1,нормально,нормально,нормально,плохо,хорошо
жен,38,нет,нет,плацкарт,410,1,0,1,5,5,4,1,нормально,отсутствует,плохо,нормально,нормально
муж,40,нет,нет,плацкарт,229,1,1,0,1,5,5,1,плохо,хорошо,отсутствует,нормально,нормально
муж,40,нет,да,плацкарт,2006,1,1,0,1,1,3,0,плохо,плохо,отсутствует,плохо,плохо
жен,33,нет,нет,плацкарт,561,1,1,0,3,3,4,1,нормально,нормально,отсутствует,нормально,нормально
жен,32,да,да,плацкарт,1090,0,1,0,3,3,3,1,отсутствует,нормально,отсутствует,плохо,нормально
муж,61,нет,да,плацкарт,495,1,1,1,4,4,2,1,хорошо,нормально,нормально,хорошо,хорошо
жен,31,да,нет,плацкарт,1477,1,0,1,3,2,1,1,нормально,отсутствует,плохо,плохо,нормально
муж,38,нет,нет,св,1784,1,0,1,4,5,2,1,нормально,отсутствует,плохо,нормально,нормально
муж,41,нет,да,плацкарт,525,1,1,1,1,1,4,0,нормально,плохо,плохо,плохо,плохо
жен,63,нет,нет,купе,349,1,1,1,4,4,4,1,нормально,нормально,плохо,нормально,нормально
муж,57,нет,нет,плацкарт,1009,1,0,0,2,2,4,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,34,нет,да,плацкарт,466,1,0,1,2,2,3,0,нормально,отсутствует,плохо,плохо,плохо
жен,21,нет,нет,плацкарт,974,1,1,1,4,4,2,1,нормально,нормально,нормально,нормально,нормально
жен,60,нет,да,плацкарт,212,1,0,1,4,2,2,0,плохо,отсутствует,плохо,плохо,плохо
муж,34,нет,нет,плацкарт,1708,1,0,0,2,2,3,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,43,да,нет,плацкарт,365,1,1,0,4,4,3,1,плохо,нормально,отсутствует,плохо,нормально
жен,33,нет,да,плацкарт,846,1,1,1,5,5,2,1,плохо,хорошо,хорошо,плохо,хорошо
муж,34,нет,нет,плацкарт,911,1,1,0,4,4,2,1,плохо,нормально,отсутствует,плохо,нормально
муж,57,нет,да,купе,228,1,1,0,4,4,2,1,плохо,нормально,отсутствует,плохо,нормально
муж,68,нет,нет,плацкарт,260,1,1,1,1,1,4,1,нормально,плохо,плохо,хорошо,нормально
муж,25,нет,нет,купе,726,1,1,0,2,2,3,1,плохо,плохо,отсутствует,нормально,нормально
муж,70,нет,нет,купе,178,1,0,1,2,4,3,1,нормально,отсутствует,плохо,нормально,нормально
муж,34,да,да,плацкарт,374,1,0,1,3,3,2,1,хорошо,отсутствует,хорошо,плохо,хорошо
жен,70,нет,нет,плацкарт,319,1,0,0,4,1,3,1,плохо,отсутствует,отсутствует,хорошо,нормально
жен,59,нет,нет,плацкарт,599,1,0,1,5,4,2,1,нормально,отсутствует,нормально,хорошо,нормально
жен,49,нет,да,плацкарт,473,1,1,1,5,4,3,1,плохо,плохо,нормально,плохо,хорошо
муж,28,нет,нет,купе,2558,1,1,1,5,5,3,1,хорошо,хорошо,нормально,нормально,нормально
муж,50,нет,нет,плацкарт,890,1,0,1,5,1,3,0,нормально,отсутствует,плохо,плохо,плохо
муж,56,да,нет,плацкарт,684,1,1,0,1,1,3,0,плохо,плохо,отсутствует,плохо,плохо
жен,33,нет,да,плацкарт,618,1,0,1,4,1,3,1,нормально,отсутствует,нормально,плохо,нормально
муж,32,нет,да,плацкарт,520,1,1,1,5,5,3,1,нормально,хорошо,хорошо,нормально,хорошо
жен,60,нет,нет,плацкарт,1236,1,0,0,3,2,3,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,39,нет,да,св,716,1,1,1,5,4,5,1,хорошо,нормально,хорошо,хорошо,хорошо
жен,24,нет,да,плацкарт,309,1,0,0,1,5,3,1,плохо,отсутствует,отсутствует,плохо,нормально
жен,43,нет,да,плацкарт,411,1,1,1,1,3,3,1,плохо,нормально,нормально,плохо,хорошо
муж,58,да,нет,плацкарт,974,1,0,0,5,5,3,1,плохо,отсутствует,отсутствует,плохо,нормально
жен,35,нет,да,св,1883,1,0,1,3,3,4,1,нормально,отсутствует,плохо,нормально,нормально
муж,45,да,нет,плацкарт,537,1,1,1,5,4,3,1,нормально,нормально,плохо,плохо,нормально
жен,33,нет,нет,плацкарт,936,1,1,1,2,5,5,1,нормально,хорошо,нормально,нормально,хорошо
жен,33,нет,нет,плацкарт,579,1,0,1,1,1,3,1,нормально,отсутствует,плохо,нормально,нормально
муж,39,нет,да,купе,1156,1,0,1,3,3,2,1,плохо,отсутствует,плохо,плохо,нормально
жен,55,да,нет,плацкарт,627,1,1,1,3,5,4,1,нормально,хорошо,нормально,нормально,нормально
жен,26,нет,да,плацкарт,981,1,0,0,4,4,3,1,плохо,отсутствует,отсутствует,плохо,нормально
жен,23,нет,да,плацкарт,1112,1,1,1,2,2,4,0,нормально,плохо,плохо,нормально,плохо
жен,67,нет,нет,плацкарт,1081,1,0,0,3,1,5,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,34,нет,нет,плацкарт,883,1,1,1,2,2,4,1,нормально,плохо,плохо,нормально,нормально
муж,46,нет,да,купе,571,1,1,1,4,4,3,1,нормально,нормально,нормально,нормально,хорошо
муж,43,нет,да,плацкарт,1053,1,0,0,1,1,3,0,плохо,отсутствует,отсутствует,плохо,плохо
жен,58,да,нет,плацкарт,302,1,1,0,4,4,3,1,плохо,нормально,отсутствует,нормально,нормально
жен,26,нет,нет,плацкарт,143,0,0,1,4,4,4,1,отсутствует,отсутствует,плохо,нормально,нормально
муж,28,нет,нет,купе,905,1,1,1,4,4,3,1,плохо,нормально,плохо,плохо,нормально
муж,62,да,нет,плацкарт,499,1,1,0,2,2,2,0,плохо,плохо,отсутствует,нормально,плохо
муж,35,нет,нет,плацкарт,587,1,1,1,5,5,3,1,нормально,хорошо,плохо,нормально,нормально
муж,45,нет,да,св,485,1,0,0,1,1,3,1,хорошо,отсутствует,отсутствует,хорошо,нормально
муж,41,нет,да,купе,890,1,0,1,3,3,3,1,хорошо,отсутствует,плохо,хорошо,нормально
жен,22,нет,да,плацкарт,896,1,1,1,2,2,4,0,нормально,плохо,плохо,нормально,плохо
муж,52,нет,нет,плацкарт,588,1,1,0,3,3,4,1,плохо,нормально,отсутствует,нормально,нормально
жен,26,нет,да,плацкарт,1336,1,0,0,5,3,2,1,плохо,отсутствует,отсутствует,плохо,нормально
муж,67,нет,нет,плацкарт,365,1,0,1,5,5,4,1,нормально,отсутствует,плохо,нормально,нормально
жен,26,нет,да,плацкарт,932,1,0,0,4,2,3,1,плохо,отсутствует,отсутствует,плохо,нормально
жен,49,нет,нет,купе,583,1,1,1,3,2,4,1,плохо,нормально,плохо,плохо,нормально
жен,57,да,нет,плацкарт,694,1,0,1,2,2,2,1,хорошо,отсутствует,нормально,нормально,нормально
муж,65,да,да,плацкарт,780,1,0,0,1,5,2,1,плохо,отсутствует,отсутствует,плохо,нормально
жен,52,нет,нет,плацкарт,441,1,1,1,4,3,2,1,нормально,хорошо,нормально,хорошо,нормально
жен,66,нет,нет,плацкарт,334,1,1,1,5,5,4,1,нормально,хорошо,плохо,нормально,нормально
муж,67,нет,нет,плацкарт,688,1,1,1,4,4,2,1,нормально,нормально,плохо,нормально,нормально
муж,19,нет,нет,плацкарт,620,1,0,0,3,3,2,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,45,нет,да,купе,2599,1,0,1,4,4,3,1,хорошо,отсутствует,нормально,хорошо,хорошо
муж,67,нет,да,купе,253,1,0,1,5,5,2,1,плохо,отсутствует,хорошо,плохо,хорошо
жен,47,да,да,плацкарт,932,0,1,0,4,3,4,1,отсутствует,нормально,отсутствует,плохо,хорошо
жен,29,нет,нет,купе,488,1,1,0,2,2,4,0,плохо,плохо,отсутствует,нормально,плохо
муж,70,нет,нет,купе,349,1,1,0,2,2,3,1,плохо,плохо,отсутствует,нормально,нормально
муж,35,нет,да,плацкарт,2677,1,1,1,4,4,3,1,плохо,нормально,нормально,плохо,хорошо
жен,32,да,да,плацкарт,352,1,0,0,3,3,3,1,плохо,отсутствует,отсутствует,плохо,нормально
жен,30,нет,да,купе,552,1,0,1,5,5,2,1,нормально,отсутствует,хорошо,нормально,хорошо
муж,19,нет,да,плацкарт,443,1,1,1,3,4,3,1,нормально,нормально,нормально,плохо,нормально
жен,31,нет,нет,купе,287,1,1,1,3,4,5,1,нормально,нормально,нормально,хорошо,нормально
муж,45,нет,да,плацкарт,436,1,1,1,3,3,4,1,нормально,нормально,плохо,нормально,хорошо
жен,20,нет,да,плацкарт,898,1,1,0,4,4,4,0,плохо,плохо,отсутствует,плохо,плохо
муж,49,да,да,плацкарт,1128,1,1,1,2,2,2,0,нормально,плохо,плохо,нормально,плохо
муж,36,нет,нет,плацкарт,800,1,1,0,5,5,2,1,плохо,хорошо,отсутствует,нормально,нормально
муж,22,нет,нет,плацкарт,257,1,1,1,5,5,3,1,нормально,нормально,нормально,нормально,нормально
муж,44,да,нет,плацкарт,1405,1,0,0,4,1,4,1,плохо,отсутствует,отсутствует,нормально,нормально
муж,60,нет,нет,плацкарт,915,1,1,1,4,4,5,1,нормально,нормально,плохо,плохо,нормально
жен,67,нет,нет,плацкарт,974,1,1,1,1,1,4,1,нормально,плохо,нормально,хорошо,хорошо
жен,52,нет,нет,плацкарт,946,1,1,0,2,4,4,1,плохо,плохо,отсутствует,хорошо,нормально
муж,39,да,нет,св,525,1,1,0,2,2,4,0,нормально,плохо,отсутствует,плохо,плохо
жен,21,нет,да,плацкарт,414,1,1,0,5,5,3,1,плохо,хорошо,отсутствует,нормально,нормально
муж,33,да,нет,плацкарт,839,1,1,1,2,2,3,1,нормально,плохо,плохо,нормально,нормально
жен,19,нет,нет,плацкарт,1020,1,1,0,1,1,5,1,плохо,плохо,отсутствует,хорошо,нормально
муж,23,нет,да,плацкарт,441,1,1,1,5,4,1,1,нормально,нормально,нормально,нормально,хорошо
муж,48,нет,нет,плацкарт,1245,1,0,1,4,4,3,1,нормально,отсутствует,плохо,нормально,нормально
жен,67,нет,нет,плацкарт,2109,1,0,0,4,5,3,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,51,нет,да,плацкарт,363,1,1,1,2,5,5,1,плохо,нормально,хорошо,плохо,хорошо
муж,53,нет,нет,плацкарт,2209,1,0,1,3,3,4,1,нормально,отсутствует,плохо,нормально,нормально
муж,62,нет,да,купе,770,1,1,1,4,4,3,1,нормально,нормально,нормально,нормально,нормально
муж,40,нет,да,св,1539,1,1,1,3,4,3,1,хорошо,плохо,хорошо,хорошо,хорошо
муж,40,нет,да,купе,717,1,1,1,2,2,2,1,хорошо,плохо,хорошо,хорошо,хорошо
жен,64,нет,нет,плацкарт,962,1,1,1,2,1,3,0,нормально,плохо,плохо,плохо,плохо
муж,24,нет,нет,купе,271,0,1,1,1,1,5,0,отсутствует,плохо,плохо,хорошо,плохо
муж,51,нет,нет,купе,1595,1,1,1,4,4,4,1,нормально,нормально,плохо,хорошо,нормально
жен,26,нет,да,плацкарт,399,1,1,1,1,1,4,1,нормально,плохо,плохо,нормально,нормально
жен,37,нет,да,купе,234,1,1,1,3,3,2,1,нормально,нормально,плохо,нормально,нормально
жен,60,да,да,купе,727,1,1,1,3,4,4,1,нормально,нормально,нормально,нормально,нормально
муж,28,нет,нет,плацкарт,768,1,0,0,3,3,3,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,22,нет,нет,плацкарт,633,1,1,0,3,3,3,1,плохо,нормально,отсутствует,нормально,нормально
муж,59,нет,нет,плацкарт,559,1,1,1,3,3,4,1,нормально,нормально,плохо,хорошо,нормально
муж,35,нет,нет,купе,298,1,1,1,4,4,2,1,нормально,нормально,плохо,хорошо,нормально
жен,58,нет,нет,купе,618,1,1,1,5,4,5,1,нормально,плохо,плохо,хорошо,нормально
жен,26,нет,нет,купе,1299,1,1,1,2,4,4,1,нормально,нормально,плохо,нормально,нормально
муж,23,нет,да,плацкарт,1507,0,1,1,2,4,4,1,отсутствует,нормально,хорошо,плохо,хорошо
муж,39,да,нет,плацкарт,1042,1,1,0,4,4,3,1,плохо,нормально,отсутствует,нормально,нормально
муж,53,нет,нет,плацкарт,1436,1,1,1,5,5,2,1,нормально,хорошо,плохо,хорошо,нормально
жен,25,нет,да,плацкарт,352,1,0,1,3,3,3,1,нормально,отсутствует,плохо,нормально,нормально
муж,64,нет,да,плацкарт,182,1,1,1,4,4,4,1,плохо,нормально,нормально,плохо,хорошо
жен,20,нет,да,плацкарт,510,1,1,1,3,3,3,1,нормально,нормально,нормально,плохо,нормально
муж,58,да,нет,купе,636,1,1,0,1,1,3,0,плохо,плохо,отсутствует,плохо,плохо
жен,49,нет,нет,св,933,0,0,0,4,4,3,1,отсутствует,отсутствует,отсутствует,нормально,хорошо
муж,59,да,да,св,1154,1,1,0,2,2,3,0,хорошо,плохо,отсутствует,хорошо,плохо
муж,47,да,нет,плацкарт,450,1,1,1,5,5,5,1,нормально,хорошо,плохо,нормально,нормально
жен,41,нет,да,св,3752,1,1,1,5,3,5,1,нормально,плохо,плохо,нормально,хорошо
муж,35,нет,нет,плацкарт,229,1,1,1,3,3,3,1,нормально,нормально,плохо,нормально,нормально
жен,24,нет,да,плацкарт,1234,1,1,1,2,4,2,1,хорошо,нормально,нормально,хорошо,нормально
жен,31,нет,нет,плацкарт,1635,1,1,0,1,1,3,0,плохо,плохо,отсутствует,плохо,плохо
муж,36,нет,да,купе,366,1,0,1,5,5,1,1,нормально,отсутствует,хорошо,нормально,хорошо
жен,48,да,нет,плацкарт,374,1,1,1,2,2,4,1,хорошо,плохо,хорошо,нормально,хорошо
