total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair
65.0,41.6,2.7,3.0,5.4,3.0
70.6,38.8,2.7,3.0,5.2,6.0
55.0,30.8,2.7,1.0,10.2,4.0
55.3,22.1,2.8,1.0,7.2,9.0
55.4,22.7,2.8,1.0,6.5,4.0
106.0,67.8,2.7,3.0,2.4,4.0
58.8,28.2,3.1,2.0,5.5,15.0
81.0,42.9,2.7,2.0,6.8,2.0
70.4,40.8,2.8,4.0,3.9,2.0
66.0,31.0,2.8,3.0,6.8,11.0
66.0,38.3,3.4,2.0,5.1,5.0
43.7,28.0,2.8,1.0,4.3,1.0
61.0,39.6,3.3,2.0,3.2,2.0
45.4,20.9,3.0,1.0,5.8,6.0
60.6,38.2,2.8,3.0,12.4,19.0
75.7,34.1,2.7,3.0,4.8,4.0
79.0,48.2,2.9,4.0,4.2,2.0
79.8,32.7,3.2,2.0,5.1,7.0
62.0,39.1,3.3,3.0,6.0,3.0
67.0,31.5,2.7,2.0,6.0,2.0
52.0,22.9,2.7,1.0,7.7,1.0
61.8,33.4,2.9,2.0,12.4,4.0
139.0,76.4,2.7,5.0,9.4,5.0
67.0,33.5,3.5,3.0,4.5,3.0
45.2,28.9,3.2,2.0,4.3,3.0
46.7,25.7,3.5,1.0,7.5,4.0
65.0,34.5,3.1,3.0,5.2,6.0
75.0,47.2,2.9,4.0,4.9,4.0
122.6,78.5,2.8,5.0,8.3,11.0
87.2,53.2,3.3,4.0,0.5,4.0
71.8,38.8,2.8,4.0,2.4,1.0
91.9,48.7,2.7,3.0,7.6,1.0
54.0,23.2,2.7,2.0,2.3,5.0
95.3,45.7,3.2,3.0,9.8,5.0
40.0,23.2,3.1,2.0,4.3,3.0
53.0,24.4,2.8,2.0,2.7,5.0
68.0,28.6,2.9,3.0,4.1,3.0
70.0,28.0,3.0,3.0,6.1,6.0
57.4,27.0,3.1,2.0,11.3,10.0
65.3,39.2,2.7,2.0,3.8,1.0
54.7,32.8,3.0,1.0,5.1,14.0
91.8,49.6,2.7,3.0,4.4,1.0
60.5,33.9,3.3,2.0,4.8,2.0
81.3,43.1,3.1,4.0,6.1,8.0
68.5,36.3,2.7,3.0,6.8,2.0
56.5,22.6,3.5,2.0,4.8,4.0
70.0,44.8,2.7,3.0,4.2,2.0
67.5,35.8,2.8,2.0,6.4,8.0
56.0,27.4,2.8,2.0,8.8,19.0
79.6,34.2,3.0,3.0,1.2,4.0
62.0,38.4,2.7,3.0,7.7,9.0
66.4,33.2,3.3,2.0,11.8,3.0
74.8,37.4,2.7,4.0,6.8,15.0
60.3,30.1,2.7,3.0,4.8,3.0
60.7,38.2,2.8,3.0,2.7,4.0
128.9,83.8,2.8,4.0,4.7,7.0
70.2,32.3,2.9,4.0,9.6,2.0
101.0,62.6,2.7,4.0,6.3,2.0
72.7,38.5,2.7,3.0,7.2,9.0
95.7,56.5,2.8,4.0,6.2,3.0
95.5,49.7,3.2,3.0,10.1,5.0
89.0,50.7,2.7,4.0,8.5,12.0
47.4,30.8,2.9,2.0,8.0,9.0
70.0,30.8,2.7,2.0,9.0,4.0
140.0,89.6,3.0,5.0,4.7,1.0
75.5,43.8,2.7,3.0,8.1,4.0
88.0,44.0,2.9,2.0,8.6,1.0
54.1,33.0,3.2,2.0,7.1,11.0
132.2,79.3,2.7,4.0,9.2,11.0
59.2,34.9,2.7,2.0,4.7,4.0
66.0,35.6,2.8,2.0,0.4,7.0
59.4,33.3,2.7,1.0,6.4,8.0
77.0,41.6,3.2,3.0,5.8,9.0
163.2,96.3,2.9,5.0,7.3,7.0
59.1,36.1,2.7,2.0,1.3,3.0
72.0,30.2,2.7,2.0,9.4,8.0
65.6,38.0,2.9,3.0,10.9,10.0
64.3,26.4,2.8,3.0,4.7,3.0
38.0,24.7,3.3,2.0,4.5,2.0
50.0,25.5,2.9,1.0,5.5,12.0
75.2,42.9,2.9,4.0,4.8,17.0
59.2,37.9,2.7,2.0,2.2,7.0
66.4,28.6,2.9,2.0,4.8,5.0
57.0,35.9,2.8,1.0,3.4,3.0
71.0,43.3,2.8,4.0,4.7,3.0
115.0,70.1,3.4,4.0,7.1,1.0
69.0,37.3,2.9,3.0,7.1,2.0
82.5,49.5,2.7,3.0,8.7,7.0
83.0,37.4,2.7,3.0,6.6,8.0
67.0,38.2,3.1,3.0,2.3,5.0
66.0,40.3,3.3,3.0,1.8,7.0
112.4,61.8,3.0,4.0,9.5,1.0
75.0,33.8,2.9,3.0,4.2,3.0
55.7,28.4,3.5,2.0,11.9,3.0
68.0,29.9,2.8,3.0,6.7,4.0
68.0,34.0,2.7,2.0,6.2,3.0
66.0,42.2,3.4,3.0,8.7,0.0
60.0,33.0,3.4,2.0,2.5,4.0
61.0,29.9,2.9,3.0,8.0,3.0
74.1,34.1,2.8,4.0,6.1,3.0
67.9,27.2,3.0,3.0,9.2,7.0
108.5,56.4,2.7,5.0,3.6,3.0
104.7,50.3,3.4,4.0,4.7,0.0
68.4,41.7,2.7,3.0,5.4,4.0
138.0,80.0,2.7,6.0,7.6,4.0
70.1,30.8,2.7,4.0,5.6,2.0
64.1,40.4,2.8,2.0,4.2,4.0
64.4,38.6,2.7,2.0,6.1,6.0
66.4,31.2,2.7,2.0,6.1,4.0
97.5,40.0,2.8,3.0,9.2,13.0
65.4,36.0,3.0,2.0,0.1,8.0
62.0,32.9,2.7,3.0,8.7,7.0
123.1,76.3,3.3,4.0,10.6,3.0
98.4,44.3,2.8,3.0,6.9,3.0
63.0,29.0,2.7,2.0,6.5,5.0
53.2,33.0,3.4,1.0,4.7,5.0
62.5,28.8,3.3,3.0,6.8,6.0
57.0,35.3,2.7,1.0,4.1,9.0
76.0,44.1,2.8,2.0,7.8,0.0
60.6,25.5,2.9,3.0,6.8,9.0
75.0,40.5,3.2,3.0,4.6,3.0
53.0,24.9,2.7,2.0,7.5,7.0
72.0,46.8,2.8,3.0,3.8,1.0
64.0,30.7,2.7,2.0,7.1,1.0
44.6,19.6,2.9,1.0,3.9,1.0
93.1,55.9,3.0,3.0,6.4,2.0
71.0,36.2,2.9,3.0,5.8,10.0
61.9,32.2,2.8,2.0,8.2,4.0
68.0,29.9,2.8,3.0,9.6,15.0
67.8,37.3,3.5,2.0,7.2,10.0
66.7,36.0,2.8,3.0,3.1,5.0
27.1,10.8,2.8,1.0,8.1,7.0
71.8,33.7,2.9,3.0,6.7,5.0
60.0,24.6,3.0,1.0,6.4,8.0
71.6,31.5,2.7,2.0,5.3,5.0
53.1,23.9,2.8,1.0,4.0,9.0
36.8,22.1,2.8,1.0,5.3,1.0
67.6,41.2,2.8,2.0,6.4,4.0
72.5,31.9,3.4,4.0,5.9,12.0
63.0,39.1,2.8,2.0,8.5,1.0
64.0,28.2,2.8,3.0,8.3,8.0
49.0,23.0,3.0,2.0,5.2,10.0
97.6,47.8,3.4,4.0,6.0,3.0
77.4,34.8,2.9,3.0,2.5,10.0
63.8,40.8,2.7,3.0,2.0,11.0
68.0,38.8,2.9,2.0,7.9,2.0
82.5,39.6,2.8,2.0,8.4,5.0
66.5,36.6,3.5,3.0,12.9,14.0
87.7,51.7,2.8,4.0,1.3,10.0
49.0,27.4,3.1,1.0,8.6,17.0
78.0,43.7,3.0,4.0,5.9,9.0
65.0,41.6,2.7,2.0,5.4,3.0
81.0,34.8,2.8,2.0,6.4,11.0
68.0,38.8,2.7,3.0,2.6,4.0
51.1,20.4,2.7,1.0,8.8,5.0
84.0,38.6,2.7,4.0,2.1,2.0
59.1,26.6,2.7,2.0,9.7,2.0
64.4,41.2,2.7,2.0,8.7,4.0
145.6,75.7,2.7,4.0,4.7,2.0
64.4,30.3,3.2,2.0,3.3,9.0
55.1,29.2,3.1,2.0,1.2,2.0
56.7,23.2,2.8,2.0,2.8,1.0
68.0,40.1,2.8,3.0,10.3,7.0
128.0,69.1,3.1,4.0,8.8,5.0
62.4,31.2,2.7,2.0,3.6,15.0
65.0,38.4,2.9,3.0,10.6,19.0
84.0,48.7,2.7,2.0,10.7,8.0
63.0,25.2,2.8,2.0,4.4,1.0
44.1,26.0,2.8,1.0,4.3,1.0
68.0,29.9,2.8,3.0,10.5,3.0
57.0,34.8,3.4,2.0,3.6,7.0
60.0,34.8,2.9,1.0,5.7,4.0
70.4,34.5,2.8,4.0,6.7,2.0
66.0,35.6,2.7,2.0,1.1,3.0
84.2,54.7,3.0,4.0,5.3,11.0
56.0,29.7,2.8,1.0,8.6,2.0
75.2,43.6,2.7,2.0,4.4,10.0
100.0,62.0,3.0,3.0,3.3,4.0
95.6,57.4,3.5,4.0,8.0,3.0
91.4,41.1,3.0,4.0,6.7,9.0
73.8,30.3,2.9,3.0,8.9,5.0
99.0,56.4,3.3,4.0,4.1,5.0
70.4,40.8,3.1,4.0,6.1,5.0
73.0,35.8,3.1,3.0,9.3,10.0
48.0,22.1,2.7,2.0,9.5,15.0
65.1,28.6,3.4,2.0,5.6,10.0
155.5,91.7,3.3,6.0,5.2,6.0
59.1,24.8,2.8,2.0,1.2,9.0
68.0,29.9,2.7,3.0,6.1,0.0
67.0,35.5,3.2,3.0,5.4,9.0
62.5,26.2,2.8,2.0,9.7,2.0
88.2,53.8,2.9,4.0,5.2,5.0
61.5,25.2,3.0,2.0,9.5,6.0
78.7,48.0,2.8,4.0,5.4,9.0
69.3,43.7,2.9,2.0,5.6,8.0
65.0,26.7,2.7,2.0,6.4,6.0
78.0,40.6,3.2,2.0,10.6,3.0
88.0,37.8,2.7,4.0,7.8,1.0
58.2,29.7,2.7,2.0,2.3,2.0
53.8,32.8,2.9,2.0,5.5,12.0
89.6,48.4,2.9,4.0,2.1,3.0
73.5,47.0,2.7,3.0,7.6,2.0
65.3,37.2,3.0,2.0,9.2,3.0
59.0,31.9,2.7,2.0,3.3,9.0
60.0,33.6,3.3,2.0,0.9,5.0
70.2,39.3,2.8,3.0,8.8,4.0
137.7,86.8,2.9,4.0,5.2,6.0
60.0,26.4,3.2,2.0,10.5,8.0
94.0,38.5,3.1,2.0,6.2,4.0
85.0,54.4,2.7,2.0,3.8,9.0
66.8,42.1,3.0,2.0,1.1,1.0
59.4,30.3,3.2,2.0,7.7,3.0
72.2,35.4,3.4,4.0,2.5,8.0
72.4,39.1,2.8,3.0,7.4,0.0
68.5,40.4,3.0,2.0,6.2,5.0
67.0,34.8,3.4,2.0,3.3,9.0
63.0,39.1,3.0,2.0,5.3,12.0
73.7,44.2,3.1,3.0,2.8,4.0
61.8,26.6,3.4,2.0,8.4,8.0
59.2,26.6,2.8,2.0,2.0,5.0
58.0,23.8,3.1,2.0,4.1,4.0
154.4,84.9,2.7,5.0,3.3,9.0
38.0,23.9,3.4,1.0,2.5,2.0
98.0,51.0,3.1,2.0,3.6,6.0
58.3,35.0,2.7,2.0,4.1,1.0
63.0,30.9,3.2,2.0,8.4,2.0
57.8,30.1,3.4,1.0,5.5,1.0
68.8,37.8,3.2,3.0,8.4,11.0
83.1,39.1,2.7,3.0,4.5,7.0
56.0,34.7,3.2,2.0,9.1,7.0
66.0,32.3,2.8,3.0,4.2,4.0
72.7,33.4,2.7,3.0,6.1,0.0
39.9,19.2,2.9,1.0,11.0,1.0
68.0,37.4,3.5,2.0,5.6,1.0
128.7,60.5,3.2,5.0,1.3,9.0
66.2,42.4,3.4,3.0,9.0,2.0
65.5,34.1,3.0,3.0,7.4,0.0
62.0,24.8,2.8,3.0,8.3,7.0
65.1,37.1,3.5,3.0,5.4,1.0
81.3,46.3,2.7,2.0,5.8,3.0
71.1,29.2,2.8,3.0,3.1,2.0
71.4,35.7,2.9,4.0,2.8,3.0
54.0,24.3,2.8,1.0,2.7,15.0
87.0,51.3,2.7,3.0,6.2,10.0
67.1,38.2,3.4,3.0,6.5,3.0
122.0,64.7,2.8,4.0,5.2,6.0
108.0,58.3,3.0,4.0,4.3,2.0
68.0,35.4,2.7,2.0,13.8,3.0
65.7,38.8,3.3,3.0,9.4,1.0
120.8,67.6,2.7,4.0,0.5,4.0
75.3,33.9,2.8,3.0,1.3,6.0
66.0,29.0,2.7,3.0,5.9,8.0
67.2,43.7,2.7,3.0,9.6,16.0
65.0,37.1,3.5,3.0,4.8,8.0
57.3,29.2,3.0,2.0,4.4,1.0
67.0,40.2,2.9,2.0,8.3,8.0
67.0,31.5,3.4,3.0,3.1,10.0
69.3,33.3,3.5,3.0,5.3,9.0
54.8,32.3,3.2,2.0,1.8,7.0
68.0,29.9,2.9,2.0,4.8,2.0
56.1,25.2,3.5,1.0,8.3,4.0
65.8,33.6,3.4,2.0,4.3,3.0
64.5,26.4,2.9,3.0,9.8,5.0
86.6,54.6,3.5,3.0,9.7,3.0
62.0,31.6,2.8,3.0,5.7,3.0
64.0,33.9,3.5,2.0,10.0,6.0
67.7,29.8,3.0,2.0,8.6,1.0
67.3,42.4,2.8,3.0,7.8,3.0
51.0,20.9,3.0,2.0,11.7,1.0
61.0,28.1,2.7,2.0,10.2,5.0
73.0,29.2,2.7,3.0,7.0,5.0
78.7,47.2,2.8,3.0,8.1,2.0
66.0,34.3,2.8,2.0,11.5,11.0
95.5,52.5,3.1,3.0,10.2,4.0
52.6,31.6,3.5,2.0,7.0,10.0
60.0,33.0,3.0,2.0,7.3,5.0
65.0,34.5,2.8,3.0,12.8,2.0
79.6,49.4,2.8,3.0,9.7,8.0
52.1,31.8,2.8,1.0,11.7,3.0
106.9,56.7,3.0,3.0,8.4,2.0
67.9,31.2,2.8,2.0,4.2,7.0
62.0,34.7,2.8,2.0,9.7,3.0
116.0,48.7,2.8,5.0,9.0,17.0
70.7,31.1,2.7,3.0,8.5,7.0
74.0,40.0,2.7,4.0,1.7,3.0
52.4,21.5,2.8,1.0,7.0,6.0
61.0,25.0,2.7,3.0,9.2,16.0
68.1,30.6,2.9,2.0,4.2,7.0
60.7,32.8,3.4,3.0,8.9,5.0
118.0,63.7,2.7,3.0,3.4,5.0
66.0,38.3,2.9,3.0,5.6,1.0
79.1,51.4,3.4,3.0,8.2,4.0
97.8,55.7,2.9,2.0,9.8,1.0
82.0,38.5,2.7,3.0,7.8,4.0
66.4,32.5,3.1,2.0,11.6,5.0
82.9,35.6,2.8,2.0,9.6,8.0
71.5,36.5,2.8,4.0,7.7,11.0
58.2,25.6,2.9,1.0,7.5,10.0
58.1,25.0,3.0,2.0,5.7,17.0
63.6,32.4,2.8,2.0,5.4,4.0
62.0,24.8,3.4,2.0,4.6,3.0
58.4,33.3,2.7,2.0,4.2,2.0
65.0,27.3,3.1,3.0,2.7,8.0
57.6,31.7,2.9,1.0,10.0,14.0
63.2,34.1,2.7,3.0,4.5,1.0
54.0,27.0,3.3,1.0,12.5,14.0
154.6,80.4,2.7,5.0,4.4,9.0
69.1,39.4,2.7,3.0,5.5,4.0
121.6,57.2,3.3,4.0,7.9,9.0
90.1,58.6,2.9,4.0,5.7,5.0
174.2,94.1,2.7,6.0,5.7,9.0
68.1,39.5,2.8,3.0,10.1,2.0
107.1,51.4,2.7,4.0,10.5,11.0
64.0,35.8,2.7,3.0,5.5,4.0
57.8,26.6,3.0,2.0,3.6,11.0
126.6,70.9,3.3,5.0,3.7,2.0
82.0,49.2,3.4,4.0,6.8,17.0
62.1,37.9,2.8,3.0,5.2,10.0
61.8,27.8,2.9,3.0,5.7,5.0
94.0,52.6,3.0,2.0,8.0,8.0
83.5,34.2,2.7,3.0,6.9,11.0
67.4,33.7,3.5,3.0,5.4,2.0
50.2,25.6,2.9,1.0,0.1,2.0
72.0,31.0,2.7,3.0,7.6,16.0
70.0,44.8,2.8,3.0,9.1,10.0
62.6,30.7,2.7,2.0,12.7,5.0
72.2,46.9,2.7,4.0,6.3,3.0
139.3,89.2,2.8,4.0,7.5,2.0
71.0,42.6,2.7,3.0,8.2,3.0
103.0,44.3,2.8,4.0,5.1,8.0
107.4,64.4,2.7,3.0,8.7,11.0
61.0,34.2,3.0,2.0,0.8,4.0
67.2,28.2,2.7,3.0,7.6,10.0
76.0,30.4,3.1,3.0,3.3,12.0
67.0,43.6,2.8,2.0,7.6,5.0
54.6,29.5,2.8,2.0,10.5,8.0
62.7,38.9,2.7,2.0,1.5,2.0
65.1,29.9,2.9,3.0,3.6,11.0
62.0,25.4,3.1,2.0,4.6,1.0
98.0,50.0,2.8,4.0,2.6,10.0
78.7,44.1,3.4,3.0,7.1,2.0
84.0,46.2,2.9,3.0,6.7,2.0
68.8,31.6,3.0,3.0,5.2,5.0
71.9,38.8,3.1,3.0,8.8,16.0
60.0,24.6,3.2,2.0,4.1,9.0
61.6,30.8,3.2,3.0,5.3,2.0
65.0,30.6,3.5,3.0,7.4,12.0
64.6,27.8,2.9,3.0,7.4,2.0
48.0,27.4,3.5,1.0,2.2,3.0
64.0,36.5,2.9,3.0,10.4,8.0
58.0,28.4,2.8,2.0,5.3,6.0
67.0,30.2,3.0,2.0,6.2,12.0
85.1,39.1,2.8,4.0,5.8,3.0
66.3,28.5,3.5,3.0,12.6,1.0
53.3,28.8,3.0,2.0,10.8,4.0
104.0,43.7,2.8,4.0,3.8,2.0
55.9,24.6,3.1,2.0,4.5,2.0
66.5,37.2,3.1,3.0,4.6,4.0
63.2,25.9,2.8,2.0,6.3,10.0
138.1,62.1,2.9,4.0,8.2,15.0
66.6,32.0,2.7,2.0,0.8,2.0
37.0,16.6,2.8,1.0,4.8,1.0
82.0,40.2,2.8,4.0,8.8,5.0
65.4,28.8,2.8,3.0,9.1,3.0
101.0,44.4,3.1,3.0,4.9,6.0
97.0,43.6,2.9,3.0,9.5,1.0
151.6,83.4,3.3,5.0,3.7,9.0
67.5,43.2,3.0,3.0,6.2,8.0
64.0,27.5,2.8,2.0,2.4,1.0
62.7,37.0,2.7,3.0,6.8,10.0
59.0,27.7,2.9,1.0,1.5,4.0
68.0,35.4,2.9,3.0,7.1,9.0
72.7,44.3,2.8,3.0,7.9,5.0
66.1,31.7,2.7,3.0,10.6,7.0
71.8,40.9,3.4,2.0,0.6,8.0
58.0,30.7,2.9,2.0,7.6,2.0
51.0,23.5,2.8,1.0,9.4,4.0
65.0,29.2,3.2,2.0,3.9,7.0
63.4,26.0,3.3,2.0,5.3,12.0
92.7,58.4,3.2,4.0,7.4,4.0
95.0,38.9,2.7,4.0,9.1,3.0
42.3,27.5,2.7,1.0,1.5,0.0
66.0,40.3,3.0,3.0,3.3,5.0
58.2,33.8,3.1,1.0,9.8,13.0
67.7,42.7,2.7,3.0,8.3,0.0
72.1,44.7,2.9,3.0,4.5,10.0
75.8,48.5,2.8,3.0,5.4,8.0
80.6,34.7,2.7,4.0,8.9,8.0
73.0,33.6,2.8,2.0,10.6,5.0
68.7,44.0,2.8,3.0,1.8,15.0
59.3,36.2,2.8,2.0,4.9,2.0
59.6,37.5,2.7,2.0,8.2,2.0
68.6,30.2,3.5,2.0,9.2,12.0
36.0,17.3,2.7,1.0,7.9,4.0
71.0,36.9,3.1,3.0,7.5,5.0
78.1,48.4,2.7,4.0,5.9,1.0
63.6,36.3,3.2,3.0,5.3,3.0
75.0,31.5,3.4,2.0,8.2,7.0
80.0,36.0,3.4,3.0,8.4,3.0
103.2,51.6,2.7,4.0,7.0,19.0
53.8,22.1,2.8,2.0,9.0,1.0
70.7,43.8,2.8,3.0,6.4,2.0
66.8,43.4,3.0,2.0,2.2,1.0
59.3,24.3,2.9,2.0,5.2,1.0
74.0,32.6,2.7,3.0,2.2,2.0
59.0,31.3,2.8,2.0,5.4,5.0
73.6,38.3,3.1,4.0,5.4,3.0
93.7,39.4,2.7,3.0,1.8,1.0
51.0,27.5,3.4,1.0,7.9,1.0
66.0,34.3,2.8,2.0,6.1,5.0
68.0,27.9,3.4,2.0,7.4,2.0
70.6,31.1,2.8,3.0,7.0,4.0
62.6,35.1,2.7,3.0,12.2,0.0
67.4,38.4,3.0,3.0,8.1,1.0
57.2,23.5,2.7,1.0,9.8,1.0
65.0,26.7,2.7,2.0,1.8,11.0
93.0,45.6,2.8,4.0,6.3,2.0
108.1,43.2,2.9,4.0,8.8,1.0
65.0,26.7,3.0,3.0,10.2,4.0
61.0,31.1,3.3,3.0,5.3,3.0
91.3,53.9,2.7,2.0,4.2,3.0
70.0,37.1,2.7,3.0,3.8,3.0
63.3,30.4,2.7,3.0,5.8,9.0
60.5,27.2,2.8,3.0,6.6,10.0
65.7,40.7,3.3,2.0,3.0,9.0
64.3,30.9,3.4,3.0,12.6,2.0
61.0,37.8,2.7,3.0,7.1,4.0
60.0,36.0,2.8,2.0,4.6,8.0
65.6,27.6,3.0,3.0,3.5,7.0
67.8,27.1,2.8,2.0,5.0,15.0
65.7,32.9,2.8,3.0,5.1,1.0
46.5,26.5,2.8,1.0,5.3,4.0
133.6,76.2,2.9,4.0,8.1,8.0
58.5,28.1,2.7,2.0,3.7,9.0
64.0,39.7,3.1,3.0,6.4,9.0
66.1,41.6,3.4,2.0,5.1,2.0
63.6,25.4,2.9,2.0,6.1,9.0
50.5,32.8,2.7,1.0,5.8,5.0
76.0,44.1,2.7,3.0,5.7,0.0
60.0,35.4,3.1,2.0,3.2,1.0
52.0,22.9,2.7,1.0,6.3,3.0
66.7,38.7,2.8,2.0,10.8,2.0
84.0,52.1,2.8,4.0,7.8,8.0
58.2,30.3,2.7,1.0,7.2,0.0
76.0,34.2,2.8,3.0,4.6,5.0
63.0,35.9,3.3,2.0,6.2,3.0
49.9,28.4,3.1,1.0,4.6,3.0
36.0,17.3,3.4,1.0,9.0,3.0
59.0,37.2,2.7,1.0,11.1,3.0
50.0,25.5,2.7,1.0,2.6,9.0
49.5,21.3,2.7,1.0,10.7,8.0
87.6,42.9,2.7,4.0,9.7,3.0
73.1,32.9,2.7,3.0,5.1,4.0
68.4,33.5,3.5,3.0,3.1,17.0
74.8,38.1,3.2,2.0,4.5,4.0
76.0,45.6,2.8,3.0,2.0,2.0
59.8,28.7,3.1,2.0,13.2,2.0
77.9,46.0,2.7,3.0,7.5,3.0
83.8,40.2,2.8,3.0,7.2,2.0
63.6,31.2,3.3,3.0,3.2,3.0
41.0,23.0,3.0,1.0,2.2,9.0
79.2,49.9,3.4,3.0,7.7,5.0
78.5,39.2,2.9,4.0,12.4,3.0
67.2,26.9,2.7,2.0,10.0,6.0
63.8,38.9,2.7,2.0,3.4,7.0
73.4,43.3,3.0,3.0,8.9,5.0
59.6,35.8,2.8,2.0,5.4,3.0
96.0,44.2,2.9,4.0,7.2,4.0
73.1,32.2,2.7,4.0,4.2,3.0
84.1,39.5,2.8,4.0,4.2,1.0
67.0,29.5,3.2,2.0,5.4,12.0
70.0,31.5,2.7,2.0,9.7,3.0
92.7,57.5,3.1,4.0,4.3,2.0
70.6,44.5,3.1,3.0,8.8,5.0
57.8,28.3,3.4,2.0,7.2,3.0
73.7,36.1,3.2,3.0,4.7,2.0
55.9,26.3,2.9,2.0,6.5,2.0
68.6,35.0,2.7,2.0,5.3,4.0
132.4,76.8,2.8,5.0,10.2,7.0
72.0,37.4,2.8,4.0,9.4,2.0
71.8,46.0,3.1,4.0,8.6,1.0
62.0,32.2,2.7,3.0,4.6,4.0
71.1,39.1,2.8,3.0,8.4,4.0
74.0,35.5,3.3,4.0,5.5,3.0
106.0,61.5,3.2,3.0,5.0,9.0
63.2,38.6,3.1,3.0,8.6,2.0
68.0,40.1,3.2,2.0,0.5,2.0
133.0,57.2,3.3,5.0,5.5,4.0
53.7,33.8,3.2,2.0,6.4,8.0
78.0,36.7,2.7,3.0,9.6,5.0
103.6,66.3,2.7,3.0,8.0,1.0
60.8,29.8,3.0,2.0,5.1,3.0
44.0,21.1,2.7,1.0,9.6,8.0
68.5,32.9,3.1,2.0,7.8,4.0
62.4,25.6,2.9,2.0,8.1,7.0
63.0,32.1,2.8,2.0,8.4,12.0
79.9,46.3,3.1,4.0,5.7,3.0
65.3,30.7,2.8,2.0,10.2,11.0
50.1,32.1,2.8,1.0,3.2,1.0
62.0,29.1,3.0,3.0,4.5,7.0
64.4,39.3,3.0,2.0,8.1,4.0
55.9,22.4,3.0,2.0,10.8,1.0
58.9,35.3,3.1,1.0,4.6,0.0
136.3,65.4,2.7,4.0,6.4,6.0
56.2,36.0,3.0,2.0,4.7,8.0
98.0,54.9,3.0,4.0,5.3,1.0
62.0,31.6,2.8,3.0,8.8,4.0
63.2,39.8,2.7,2.0,3.9,4.0
53.7,32.2,3.0,1.0,6.4,1.0
111.0,62.2,3.3,3.0,6.1,16.0
79.5,35.8,3.0,3.0,2.5,9.0
65.7,28.9,2.9,3.0,5.1,5.0
91.5,54.9,3.3,4.0,5.6,5.0
67.0,31.5,3.0,3.0,2.5,10.0
76.1,30.4,2.9,3.0,6.3,9.0
65.4,28.1,3.4,3.0,4.5,3.0
75.0,33.8,2.8,3.0,6.3,12.0
70.0,44.8,2.7,2.0,6.3,7.0
65.7,36.1,3.3,3.0,6.0,10.0
63.0,25.2,2.7,3.0,8.3,10.0
69.6,42.5,3.1,2.0,3.4,3.0
67.0,43.6,2.9,3.0,8.6,8.0
58.4,24.5,2.7,2.0,6.8,12.0
109.0,56.7,2.7,4.0,4.4,4.0
61.8,34.6,2.8,2.0,5.6,6.0
55.6,28.9,3.2,2.0,5.7,4.0
57.0,34.8,2.8,2.0,8.7,4.0
59.0,25.4,3.3,2.0,7.6,6.0
61.7,24.7,2.9,2.0,6.2,4.0
66.0,40.9,2.8,3.0,9.7,4.0
61.5,30.8,2.7,3.0,8.2,2.0
67.0,34.8,3.5,3.0,9.5,3.0
76.3,39.7,3.0,3.0,4.7,4.0
62.7,39.5,2.8,3.0,3.7,3.0
77.2,50.2,3.4,3.0,10.3,12.0
56.2,22.5,2.9,1.0,6.1,17.0
68.3,28.0,3.0,3.0,8.7,1.0
66.8,26.7,2.8,3.0,6.4,5.0
60.8,31.0,2.7,3.0,4.2,2.0
62.0,33.5,3.2,2.0,5.0,2.0
65.3,26.8,2.8,2.0,3.0,11.0
116.6,49.0,2.7,5.0,4.2,8.0
66.6,42.6,2.7,2.0,5.6,10.0
63.0,28.4,2.8,2.0,6.4,4.0
93.1,48.4,2.8,3.0,6.5,3.0
64.7,25.9,3.3,3.0,2.5,1.0
58.6,38.1,2.8,1.0,7.3,3.0
71.4,29.3,2.8,4.0,13.3,1.0
64.4,28.3,3.0,3.0,6.7,2.0
67.7,30.5,3.1,2.0,7.4,17.0
61.6,37.6,3.5,3.0,7.3,1.0
85.2,46.0,3.1,2.0,6.6,9.0
84.5,51.5,2.8,3.0,0.3,4.0
72.8,40.8,2.7,4.0,8.6,6.0
62.8,30.1,2.8,3.0,7.2,1.0
68.0,34.0,3.4,2.0,5.9,5.0
67.3,31.0,3.3,3.0,5.0,9.0
59.7,31.6,2.8,2.0,0.8,12.0
60.3,25.9,3.5,2.0,7.8,8.0
52.5,28.9,2.7,2.0,3.5,8.0
103.2,47.5,3.3,4.0,10.3,9.0
71.9,44.6,3.0,3.0,9.4,6.0
146.3,74.6,3.0,5.0,7.7,17.0
57.0,30.2,2.9,2.0,2.2,6.0
66.4,29.2,3.1,2.0,2.7,2.0
68.5,36.3,3.2,2.0,6.5,9.0
91.0,41.9,3.2,3.0,1.5,2.0
134.9,83.6,2.8,6.0,3.3,2.0
63.4,28.5,2.7,3.0,5.9,4.0
102.1,63.3,3.1,4.0,0.7,7.0
72.3,34.7,2.8,3.0,3.3,3.0
80.6,45.9,2.9,2.0,7.3,4.0
65.0,40.3,3.1,2.0,8.8,8.0
64.6,28.4,3.0,2.0,7.2,3.0
169.0,87.9,3.3,5.0,5.8,2.0
61.0,31.1,2.8,3.0,0.0,3.0
178.6,76.8,2.8,7.0,7.2,4.0
65.0,34.5,3.0,2.0,0.1,12.0
59.2,31.4,2.7,2.0,9.0,3.0
96.2,59.6,2.9,2.0,7.6,6.0
57.8,35.3,2.7,2.0,4.4,5.0
