score,duration,promo,robocats,label
7,1.66,1,0,2
10,0.2,1,0,0
9,1.06,1,0,0
1,0.5,0,0,1
2,1.18,0,0,1
6,2.95,1,0,2
9,0.25,1,0,0
9,0.04,0,1,0
3,0.17,0,0,1
9,0.03,1,0,0
5,0.69,0,0,2
5,0.19,0,0,2
0,0.07,0,0,1
0,0.24,0,0,1
10,0.67,0,0,0
2,0.43,0,0,1
10,0.64,1,0,0
0,1.46,0,0,1
0,0.3,0,0,1
10,0.32,1,0,0
7,0.39,1,0,2
10,0.53,0,0,0
0,0.18,0,0,1
0,0.12,0,0,1
8,0.36,1,0,0
9,1.43,0,0,0
10,0.29,1,0,0
0,2.02,0,0,1
6,0.34,0,0,2
0,1.39,0,0,1
10,0.61,1,0,0
10,0.01,1,0,0
0,1.32,0,0,1
2,0.09,0,0,1
8,0.27,1,0,0
8,1.42,1,0,0
2,0.14,0,0,1
10,0.06,1,0,0
2,0.13,0,0,1
0,0.46,0,0,1
3,0.05,0,0,1
7,0.6,0,0,2
10,0.4,1,0,0
4,0.75,0,0,2
4,0.01,1,0,2
9,1.17,1,0,0
1,0.72,0,0,1
6,0.17,0,0,2
1,0.25,0,0,1
0,1.17,0,0,1
9,0.58,1,0,0
0,0.39,0,0,1
0,0.37,1,0,1
2,0.37,0,0,1
2,0.36,0,0,1
2,0.71,0,0,1
9,1.3,1,0,0
10,0.32,0,0,0
2,0.27,0,0,1
10,0.87,1,0,0
7,0.55,1,0,2
4,0.08,0,0,2
4,0.61,0,0,2
3,0.49,0,0,1
6,0.43,1,0,2
0,0.32,0,0,1
3,0.28,0,0,1
0,0.07,0,0,1
2,1.53,0,0,1
0,0.04,0,0,1
7,0.55,0,1,2
6,0.08,1,0,2
10,0.41,1,0,0
9,0.21,0,1,0
5,0.34,1,0,2
8,0.2,1,0,0
10,0.38,1,0,0
7,0.41,0,0,2
0,0.09,0,0,1
10,0.26,0,0,0
10,0.18,1,0,0
2,0.9,0,0,1
9,1.24,0,1,0
2,0.27,0,0,1
5,0.09,1,0,2
10,0.23,1,0,0
0,0.23,0,0,1
3,1.07,1,0,1
9,0.25,1,0,0
5,0.39,0,1,2
6,5.16,0,1,2
10,1.11,1,0,0
9,1.72,1,0,0
0,0.04,0,0,1
5,0.35,0,0,2
0,0.03,0,0,1
8,0.03,1,0,0
0,1.19,1,0,1
2,0.1,0,0,1
0,0.05,0,9,1
2,0.85,0,0,1
0,0.3,0,0,1
10,0.23,1,0,0
10,1.13,1,0,0
1,0.19,0,0,1
3,0.55,0,0,1
10,0.07,0,0,0
10,16.64,1,6,4
1,0.11,0,0,1
4,0.02,0,0,2
10,1.82,1,0,0
0,1.77,0,1,1
10,0.09,1,0,0
4,0.22,0,0,2
5,0.3,0,0,2
2,1.45,0,0,1
7,0.71,1,0,2
9,0.54,0,0,0
3,0.34,0,0,1
0,0.78,0,0,1
3,0.3,0,0,1
10,0.12,1,0,0
5,1.54,0,1,2
3,1.36,1,0,1
4,0.34,0,0,2
7,1.33,0,0,2
8,0.64,0,1,0
10,0.7,1,0,0
6,0.13,0,0,2
3,0.25,0,0,1
3,0.18,0,0,1
0,1.1,0,0,1
3,0.05,0,0,1
10,0.01,1,0,0
4,0.2,0,0,2
0,0.52,0,0,1
10,0.6,1,0,0
10,1.13,0,1,0
10,1.41,1,0,0
6,0.45,1,0,2
5,0.06,0,0,2
9,0.9,1,0,0
8,0.56,1,0,0
0,0.19,0,0,1
4,0.06,0,0,2
10,0.25,0,0,0
2,0.32,1,0,1
3,0.89,0,0,1
0,1.54,0,0,1
0,0.56,0,0,1
10,0.81,1,0,0
0,0.59,0,0,1
1,0.09,0,0,1
4,0.92,0,0,2
0,0.28,0,0,1
0,1.34,0,8,1
0,0.97,0,0,1
5,0.16,1,0,2
2,0.53,0,0,1
4,0.52,1,0,2
0,0.95,0,0,1
2,0.0,0,0,1
10,0.26,1,0,0
10,0.06,1,0,0
10,0.3,1,0,0
10,0.1,1,0,0
6,0.3,1,0,2
6,0.88,0,0,2
7,0.26,1,0,2
2,7.16,0,1,1
1,0.22,0,0,1
9,0.31,1,0,0
1,0.12,0,0,1
2,0.08,0,0,1
7,0.12,0,0,2
5,0.58,0,0,2
7,0.2,1,0,2
10,48.59,1,14,3
1,0.37,0,0,1
1,0.09,0,0,1
9,0.84,1,0,0
0,0.14,0,0,1
8,0.22,1,0,0
5,0.3,1,0,2
2,0.59,1,0,1
0,0.24,0,0,1
10,0.45,1,0,0
0,0.21,0,0,1
10,0.29,1,0,0
8,10.22,0,1,4
0,0.02,0,0,1
3,0.22,0,0,1
4,0.45,0,0,2
3,0.31,0,0,1
8,0.01,1,0,0
5,3.14,0,1,2
10,0.34,0,0,0
4,0.14,0,0,2
7,2.29,1,0,2
4,0.44,1,0,2
9,0.17,0,0,0
6,0.07,0,0,2
1,4.1,0,1,1
5,0.23,0,0,2
10,0.17,1,0,0
4,0.38,1,0,2
6,1.09,1,0,2
10,3.4,1,0,0
10,0.12,1,0,0
4,1.19,0,1,2
2,3.35,0,17,4
5,0.01,0,0,2
2,0.51,0,0,1
8,0.91,1,0,0
10,0.14,1,0,0
4,0.96,1,0,2
3,0.53,0,0,1
6,0.37,1,0,2
6,0.17,0,0,2
1,1.01,0,0,1
9,0.67,1,0,0
0,0.23,0,0,1
6,0.71,0,1,2
6,0.27,0,0,2
8,0.11,1,0,0
5,0.08,1,0,2
10,1.26,1,0,0
0,0.55,0,0,1
5,0.11,1,0,2
1,0.84,0,0,1
7,0.88,1,0,2
2,0.29,1,0,1
0,0.05,0,0,1
0,0.21,0,0,1
8,0.85,1,0,0
10,0.02,1,0,0
0,0.01,0,0,1
2,0.36,0,0,1
5,0.01,1,0,2
10,0.51,1,0,0
7,0.34,1,0,2
10,1.95,1,0,0
10,0.02,1,0,0
0,2.72,0,1,1
4,0.75,0,0,2
2,2.37,0,1,1
0,0.89,0,0,1
1,0.0,0,0,1
2,0.14,0,0,1
9,0.01,1,0,0
5,0.83,0,0,2
0,0.06,0,0,1
8,1.68,0,1,0
8,0.02,1,0,0
10,0.58,1,0,0
10,0.51,1,0,0
3,0.05,0,0,1
8,0.85,0,0,0
9,3.0,1,0,0
10,0.37,1,0,0
5,4.13,0,1,2
0,0.25,0,0,1
2,0.46,0,0,1
10,0.4,1,0,0
0,0.02,0,0,1
1,0.4,0,0,1
3,2.73,0,0,1
10,14.28,1,8,4
0,0.17,0,0,1
3,0.35,0,0,1
8,0.12,1,0,0
6,4.95,0,1,2
5,0.74,0,0,2
4,0.58,0,0,2
8,0.27,1,0,0
1,0.96,0,0,1
6,1.18,0,0,2
9,1.4,1,0,0
9,0.38,0,0,0
7,0.53,1,0,2
2,1.41,0,0,1
10,0.33,1,0,0
2,1.04,0,1,1
2,0.27,0,0,1
0,0.29,0,0,1
10,0.02,1,0,0
4,10.92,0,1,4
3,0.12,0,0,1
9,0.44,1,0,0
6,0.64,0,0,2
0,1.09,0,0,1
0,0.55,0,0,1
4,0.55,0,0,2
1,0.7,0,0,1
7,0.09,1,0,2
5,0.46,0,1,2
2,0.64,0,0,1
10,0.08,1,0,0
0,0.17,0,0,1
1,0.11,0,0,1
10,1.81,1,0,0
0,1.05,0,13,4
1,0.03,0,0,1
0,0.41,0,0,1
0,0.1,0,0,1
10,0.42,1,0,0
10,0.28,1,0,0
2,0.3,0,0,1
4,0.79,0,0,2
4,0.58,0,0,2
10,1.51,1,0,0
8,0.89,0,0,0
1,0.26,0,0,1
9,0.56,1,0,0
3,0.52,1,0,1
0,0.25,0,0,1
10,0.35,0,1,0
5,1.38,1,0,2
9,1.06,0,1,0
1,0.12,0,0,1
7,0.43,0,1,2
1,1.21,0,0,1
0,0.36,0,0,1
8,5.71,0,1,0
10,1.36,1,0,0
9,0.06,1,0,0
4,0.57,0,0,2
6,1.02,1,0,2
10,0.33,1,0,0
2,0.22,0,0,1
10,0.04,1,0,0
0,0.52,0,0,1
0,0.34,0,0,1
5,0.66,0,0,2
3,0.45,0,0,1
9,0.57,1,0,0
9,0.02,1,0,0
0,1.17,0,0,1
7,0.1,0,0,2
4,1.88,0,1,2
7,0.44,1,0,2
10,0.39,1,0,0
2,0.06,0,0,1
10,0.71,1,0,0
3,0.13,1,0,1
8,1.21,1,0,0
10,1.13,0,0,0
6,0.38,1,0,2
0,0.54,0,0,1
6,0.37,0,0,2
9,0.39,0,0,0
2,0.04,0,0,1
6,0.45,0,0,2
9,0.09,1,0,0
3,0.1,0,0,1
9,1.93,1,0,0
9,1.11,0,0,0
7,1.51,1,0,2
8,0.92,1,0,0
8,0.09,0,0,0
5,0.62,0,0,2
3,0.72,0,0,1
1,1.52,0,0,1
7,0.03,1,0,2
3,0.33,0,0,1
10,0.46,1,0,0
6,0.07,0,0,2
8,0.76,1,0,0
7,0.3,0,0,2
2,0.05,0,0,1
1,0.53,0,0,1
9,0.56,1,0,0
10,0.03,1,0,0
9,0.59,1,0,0
0,0.03,0,0,1
5,5.74,0,1,2
6,1.16,0,1,2
3,2.22,0,1,1
9,1.1,1,0,0
4,0.94,0,0,2
0,0.44,0,0,1
10,0.22,1,0,0
8,1.25,0,0,0
5,1.37,0,0,2
7,2.33,0,1,2
10,0.31,1,0,0
2,0.47,0,0,1
10,0.24,1,0,0
2,0.12,0,0,1
10,1.03,1,0,0
3,0.68,1,0,1
6,0.12,1,0,2
9,0.37,1,0,0
4,0.28,0,0,2
5,0.04,0,0,2
0,0.04,0,0,1
4,0.21,0,0,2
8,0.11,1,0,0
10,0.48,1,0,0
2,0.12,0,0,1
8,1.02,1,0,0
9,1.06,1,0,0
5,0.14,1,0,2
9,0.03,1,0,0
0,1.11,0,0,1
7,0.16,1,0,2
3,0.18,0,0,1
9,1.03,1,0,0
8,0.02,1,0,0
4,0.38,0,0,2
10,1.62,0,0,0
10,0.12,1,0,0
7,0.07,1,0,2
1,0.23,0,0,1
3,0.08,0,1,1
5,0.26,0,0,2
7,1.74,1,0,2
3,0.41,0,0,1
5,0.55,1,0,2
5,0.49,0,0,2
2,0.03,0,0,1
7,0.4,1,0,2
9,0.3,1,0,0
3,0.28,0,15,4
2,1.39,1,0,1
1,0.48,0,0,1
4,0.57,0,0,2
10,0.23,1,0,0
3,0.31,0,0,1
9,0.08,0,0,0
8,0.37,1,0,0
2,0.27,0,0,1
1,0.43,0,0,1
6,0.25,0,0,2
8,0.24,1,0,0
0,0.24,0,0,1
8,0.15,0,0,0
4,0.44,0,0,2
8,1.0,1,0,0
7,0.16,0,0,2
0,0.65,0,0,1
10,0.39,1,0,0
2,0.05,0,0,1
1,0.23,0,0,1
10,0.89,1,0,0
10,0.17,1,0,0
3,0.45,0,0,1
1,0.43,0,0,1
10,1.1,0,1,0
4,0.8,1,0,2
0,7.27,0,1,1
4,0.23,0,0,2
4,0.49,0,0,2
9,1.09,1,0,0
0,0.49,0,1,1
7,0.45,0,0,2
6,0.26,0,0,2
0,0.15,0,0,1
10,0.11,1,0,0
3,0.65,0,1,1
9,0.57,1,0,0
5,0.01,0,1,2
4,0.01,1,0,2
4,0.52,0,1,2
2,5.02,0,1,1
10,0.2,1,0,0
4,0.81,0,0,2
0,0.23,0,0,1
5,0.34,0,0,2
5,0.23,1,0,2
7,1.37,1,0,2
5,0.48,0,0,2
6,1.34,1,0,2
0,0.03,0,0,1
7,0.8,1,0,2
0,0.43,0,0,1
0,0.45,0,0,1
10,0.27,1,0,0
0,1.36,0,1,1
6,0.23,1,0,2
3,0.07,0,0,1
2,0.24,0,0,1
5,0.47,0,0,2
9,0.89,1,0,0
0,2.7,0,7,1
7,1.0,0,1,2
1,0.25,0,0,1
10,0.18,1,0,0
9,1.56,1,0,0
0,0.04,0,0,1
5,1.04,0,0,2
0,0.23,0,0,1
8,0.96,1,0,0
10,0.63,1,0,0
7,0.68,0,0,2
2,0.63,0,0,1
0,0.41,0,0,1
2,0.78,0,0,1
4,0.07,1,0,2
1,0.45,0,0,1
0,0.12,0,0,1
0,0.76,0,0,1
10,0.07,1,0,0
10,0.0,1,0,0
0,0.56,0,0,1
0,0.48,0,0,1
3,0.76,0,0,1
9,0.29,1,0,0
8,0.61,1,0,0
9,0.99,1,0,0
3,0.39,0,0,1
5,0.04,1,0,2
7,0.26,0,0,2
0,0.63,0,0,1
10,0.83,1,0,0
2,0.3,0,0,1
10,0.24,1,0,0
6,0.21,1,0,2
10,0.38,1,0,0
3,1.16,0,11,4
9,0.24,1,0,0
10,0.99,0,0,0
3,0.12,0,0,1
0,0.53,0,0,1
10,0.82,1,0,0
8,1.35,1,0,0
6,0.81,0,0,2
7,0.72,0,0,2
0,0.3,0,0,1
2,0.77,0,1,1
3,0.35,0,0,1
4,0.08,1,0,2
10,0.0,1,0,0
10,0.81,1,0,0
6,0.14,0,0,2
6,0.06,1,0,2
10,0.05,1,0,0
10,17.56,1,9,4
10,0.74,1,0,0
10,0.87,1,0,0
2,0.62,1,0,1
10,0.21,1,0,0
0,1.26,0,0,1
7,0.69,0,0,2
5,1.29,0,1,2
6,0.16,1,0,2
3,0.03,0,0,1
0,1.44,0,0,1
10,63.47,1,11,3
5,0.83,1,0,2
1,0.64,0,0,1
10,1.16,1,0,0
0,0.29,0,0,1
5,1.01,0,0,2
0,0.79,0,0,1
5,0.09,0,1,2
10,0.57,1,0,0
2,1.19,0,0,1
2,0.06,0,10,4
0,0.26,0,0,1
0,0.03,0,0,1
9,0.69,1,0,0
10,0.66,0,0,0
5,1.3,1,0,2
6,0.45,0,1,2
3,0.5,0,0,1
2,0.37,0,0,1
3,0.75,0,0,1
10,0.18,1,0,0
10,0.94,1,0,0
6,14.35,0,1,4
2,3.92,0,1,1
4,2.32,0,1,2
9,1.68,0,0,0
10,0.24,1,0,0
7,0.32,1,0,2
3,1.12,1,0,1
4,0.96,0,0,2
10,0.21,1,0,0
10,0.61,1,0,0
10,0.3,1,0,0
7,0.0,1,0,2
0,0.48,0,0,1
0,0.14,0,0,1
8,0.09,1,0,0
6,0.05,1,0,2
10,1.29,1,0,0
1,0.6,0,0,1
4,0.03,1,0,2
9,0.4,1,0,0
4,0.47,0,0,2
8,0.96,1,0,0
10,0.38,1,0,0
5,4.8,0,1,2
3,0.53,0,0,1
7,0.09,0,0,2
6,2.43,0,1,2
9,0.47,1,0,0
10,0.75,1,0,0
0,0.07,0,0,1
7,0.61,1,0,2
5,0.28,1,0,2
2,0.06,0,0,1
10,0.17,1,0,0
10,0.46,0,0,0
10,0.52,1,0,0
10,0.83,1,0,0
9,0.97,1,0,0
8,0.78,0,1,0
10,0.47,1,0,0
7,0.16,1,0,2
0,0.05,0,0,1
8,0.31,1,0,0
0,0.45,0,0,1
10,0.0,0,0,0
8,0.38,1,0,0
10,19.1,1,12,4
0,0.63,0,0,1
8,1.14,1,0,0
0,0.26,0,0,1
1,0.35,0,0,1
8,0.07,1,0,0
9,0.02,1,0,0
2,0.12,0,0,1
1,0.12,0,0,1
10,0.15,1,0,0
7,0.26,1,0,2
10,1.64,0,1,0
10,1.58,1,0,0
0,1.19,0,0,1
10,0.28,0,0,0
0,0.05,0,0,1
2,0.26,0,0,1
10,0.04,1,0,0
10,0.21,1,0,0
4,0.6,1,0,2
4,3.21,0,1,2
6,0.29,0,0,2
10,1.93,1,0,0
0,1.13,0,0,1
7,0.34,1,0,2
1,1.96,0,0,1
3,0.8,0,0,1
1,0.06,0,0,1
9,0.15,1,0,0
10,0.81,1,0,0
10,0.13,1,0,0
3,0.69,1,0,1
0,0.25,0,0,1
4,0.16,0,0,2
9,0.25,1,0,0
0,1.23,0,0,1
8,0.53,1,0,0
1,0.13,0,0,1
1,1.47,0,0,1
3,0.26,0,0,1
9,1.28,1,0,0
1,0.15,0,0,1
6,0.52,0,0,2
10,1.04,1,0,0
10,1.59,1,0,0
9,0.24,1,0,0
10,0.14,1,0,0
0,1.05,0,0,1
0,0.18,0,0,1
0,1.55,0,0,1
0,0.92,0,0,1
5,0.85,0,1,2
0,0.28,0,0,1
0,1.74,0,0,1
3,0.24,0,0,1
0,0.05,0,0,1
0,0.51,0,0,1
3,1.03,0,0,1
2,0.05,0,1,1
6,0.22,1,0,2
2,0.48,0,0,1
7,0.07,1,0,2
4,0.11,0,0,2
5,0.36,0,1,2
8,0.24,0,1,0
9,0.16,0,0,0
10,0.15,1,0,0
0,0.4,0,0,1
7,2.03,0,12,4
5,0.59,0,0,2
9,0.55,1,0,0
4,1.23,0,0,2
5,0.1,1,0,2
6,0.11,0,1,2
5,1.28,1,0,2
2,0.16,0,0,1
4,0.31,0,0,2
4,0.26,1,0,2
2,0.56,0,0,1
6,0.27,0,0,2
2,0.77,0,0,1
1,0.3,0,0,1
10,0.3,0,0,0
0,0.08,0,0,1
5,1.56,0,0,2
10,0.6,1,0,0
6,0.44,0,0,2
7,1.72,1,0,2
1,0.13,0,0,1
8,0.11,1,0,0
4,0.28,1,0,2
0,0.79,0,0,1
8,0.13,1,0,0
8,0.21,1,0,0
2,0.19,0,0,1
2,0.49,0,0,1
0,0.07,0,0,1
0,0.05,0,0,1
9,0.77,0,0,0
7,0.47,1,0,2
5,0.01,1,0,2
3,0.14,0,0,1
7,0.07,1,0,2
0,0.3,0,0,1
0,0.05,0,0,1
2,0.28,0,0,1
2,1.08,0,0,1
3,0.28,0,0,1
8,0.56,0,1,0
9,0.13,1,0,0
5,4.81,0,1,2
7,0.14,1,0,2
10,0.71,1,0,0
5,0.71,0,0,2
4,0.53,0,0,2
7,0.58,0,1,2
0,1.04,0,0,1
5,1.13,1,0,2
10,0.21,1,0,0
0,1.74,0,0,1
4,0.02,0,0,2
2,0.21,0,0,1
10,0.69,1,0,0
8,2.57,1,0,0
0,1.25,0,0,1
5,0.21,0,0,2
5,1.17,1,0,2
7,1.64,1,0,2
0,0.19,0,0,1
0,0.28,0,0,1
8,0.8,1,0,0
3,0.65,0,0,1
6,0.18,1,0,2
10,0.01,1,0,0
10,15.05,1,5,4
1,0.21,0,0,1
7,1.18,1,0,2
0,1.49,0,0,1
10,0.94,1,0,0
9,0.35,0,0,0
3,0.8,0,0,1
3,1.21,0,0,1
8,0.86,0,0,0
10,1.56,1,0,0
5,0.3,1,0,2
8,0.24,1,0,0
5,0.48,0,0,2
8,1.14,1,0,0
10,0.07,1,0,0
7,1.02,0,1,2
3,0.24,0,0,1
0,0.54,0,0,1
0,0.48,0,0,1
3,0.39,0,0,1
9,0.16,0,0,0
10,42.22,1,10,3
5,0.0,1,0,2
1,0.11,0,1,1
0,0.58,0,0,1
7,0.3,1,0,2
8,0.58,0,1,0
2,0.12,0,1,1
4,0.55,0,0,2
1,1.23,0,0,1
2,0.51,0,0,1
10,0.79,0,0,0
6,0.57,1,0,2
10,0.63,1,0,0
0,0.03,0,0,1
7,0.13,1,0,2
0,0.03,0,0,1
0,0.2,0,0,1
0,0.05,0,0,1
5,0.13,0,0,2
4,0.94,0,0,2
1,0.54,0,0,1
5,0.76,1,0,2
6,1.48,1,0,2
9,1.71,0,1,0
0,1.0,0,0,1
4,0.7,0,0,2
10,2.45,1,0,0
9,0.09,1,0,0
5,0.83,0,0,2
10,0.5,1,0,0
1,0.06,0,0,1
10,0.35,1,0,0
1,0.31,0,0,1
0,0.42,0,0,1
10,1.06,1,0,0
9,0.64,1,0,0
0,0.05,0,0,1
8,0.86,1,0,0
6,0.27,1,0,2
4,0.0,0,0,2
10,0.76,1,0,0
0,0.63,0,0,1
7,0.26,0,0,2
10,1.24,1,0,0
4,0.67,1,0,2
7,1.41,1,0,2
7,0.69,0,0,2
5,0.03,0,0,2
0,0.26,0,0,1
10,0.04,1,0,0
0,0.26,0,0,1
4,0.47,0,0,2
10,0.68,1,0,0
10,0.26,1,0,0
0,0.2,0,0,1
3,0.18,0,0,1
0,0.06,0,0,1
10,0.87,1,0,0
5,0.22,0,1,2
10,4.31,1,12,4
0,0.24,0,0,1
0,0.34,0,0,1
4,0.04,0,0,2
9,0.13,1,0,0
8,0.34,1,0,0
10,0.29,1,0,0
1,0.58,0,0,1
0,0.31,0,0,1
4,0.24,0,0,2
0,0.48,0,0,1
1,1.04,0,0,1
4,0.22,0,0,2
6,0.6,1,0,2
0,0.37,0,0,1
10,1.23,1,0,0
3,0.1,0,0,1
4,0.79,0,0,2
7,0.17,1,0,2
0,0.36,0,0,1
3,0.01,0,0,1
8,0.62,1,0,0
4,1.25,1,0,2
0,1.74,0,0,1
0,0.01,0,0,1
7,0.73,1,0,2
1,0.32,1,0,1
4,0.27,0,0,2
9,0.58,1,0,0
0,0.01,0,0,1
0,0.03,0,0,1
0,1.17,0,0,1
3,0.25,0,0,1
8,0.93,1,0,0
10,1.14,1,0,0
7,1.36,0,1,2
8,2.72,0,1,0
1,0.31,0,0,1
9,1.49,1,0,0
10,1.18,1,0,0
8,1.41,1,0,0
0,0.49,0,0,1
6,1.37,0,0,2
4,0.96,1,0,2
7,1.6,0,0,2
3,0.14,1,0,1
3,0.11,1,0,1
10,0.29,1,0,0
5,0.5,0,0,2
3,0.91,0,0,1
4,0.38,1,0,2
8,0.19,0,0,0
0,1.37,0,0,1
6,0.45,1,0,2
0,1.11,0,0,1
10,0.33,1,0,0
5,1.07,1,0,2
7,0.32,1,0,2
4,0.11,1,0,2
3,1.03,0,0,1
0,1.49,0,0,1
4,0.09,1,0,2
10,0.3,1,0,0
1,0.26,0,0,1
8,0.43,1,0,0
10,0.36,1,0,0
10,0.04,1,0,0
2,0.0,1,0,1
0,0.07,0,0,1
0,0.32,0,0,1
5,0.15,0,0,2
9,0.21,0,0,0
5,0.58,0,0,2
1,0.88,0,0,1
4,0.11,0,0,2
10,0.0,0,0,0
2,0.01,0,0,1
1,0.01,0,0,1
10,0.01,1,0,0
10,0.01,1,0,0
0,1.92,0,0,1
4,0.39,0,0,2
2,0.15,0,0,1
8,0.27,1,0,0
1,1.1,0,0,1
0,1.08,0,0,1
8,0.22,1,0,0
6,0.03,0,1,2
0,1.14,0,0,1
2,0.47,0,0,1
7,0.42,0,0,2
8,0.06,1,0,0
1,3.87,0,1,1
10,0.33,1,0,0
8,0.09,1,0,0
10,0.45,1,0,0
2,0.06,0,0,1
2,0.18,0,0,1
0,0.0,0,0,1
3,0.22,1,0,1
10,0.05,1,0,0
9,0.39,0,0,0
6,0.14,1,0,2
7,0.21,1,0,2
1,1.04,0,0,1
6,0.29,1,0,2
10,0.43,1,0,0
5,0.05,0,0,2
5,1.09,0,0,2
10,4.18,1,7,4
6,1.01,0,0,2
6,0.16,1,0,2
10,0.74,1,0,0
8,1.92,1,0,0
5,0.09,0,0,2
4,0.09,0,0,2
10,1.07,1,0,0
8,0.17,1,0,0
10,0.37,1,0,0
4,0.1,0,0,2
8,0.07,1,0,0
0,0.3,0,0,1
3,1.87,1,0,1
9,1.06,1,0,0
1,0.26,0,0,1
10,0.86,1,0,0
0,0.01,0,0,1
0,0.04,0,0,1
10,0.04,1,0,0
10,0.51,1,0,0
10,0.13,0,0,0
2,0.23,0,0,1
9,1.93,1,0,0
8,0.09,0,0,0
5,0.78,0,0,2
6,0.67,1,0,2
0,0.34,0,0,1
7,0.48,1,0,2
4,4.55,0,1,2
1,0.24,0,0,1
7,0.17,0,1,2
3,1.17,0,0,1
10,0.33,1,0,0
0,0.01,0,0,1
1,0.43,0,0,1
10,0.22,1,0,0
0,0.27,0,0,1
0,0.09,0,0,1
2,0.69,0,0,1
4,0.03,0,0,2
10,0.61,1,0,0
10,0.35,1,0,0
7,1.02,0,1,2
9,0.14,1,0,0
5,0.12,0,0,2
3,0.22,1,0,1
9,0.52,1,0,0
5,0.08,0,1,2
10,1.14,0,1,0
10,1.41,1,0,0
3,0.21,0,0,1
2,0.08,0,0,1
10,0.26,1,0,0
0,0.62,0,0,1
0,0.33,0,0,1
10,0.2,0,0,0
1,1.06,0,0,1
1,0.51,0,0,1
0,0.88,0,0,1
8,0.14,1,0,0
6,0.5,1,0,2
0,1.09,0,0,1
10,0.07,1,0,0
1,0.77,0,0,1
7,0.06,1,0,2
0,0.17,0,0,1
6,0.19,1,0,2
10,0.55,1,0,0
6,0.7,0,0,2
0,0.14,0,0,1
0,1.4,0,8,1
2,0.03,0,0,1
3,7.14,0,1,1
3,0.28,0,1,1
10,0.21,1,0,0
5,0.03,0,0,2
4,0.7,1,0,2
1,0.89,0,0,1
3,0.22,0,0,1
3,0.21,0,0,1
9,1.55,1,0,0
10,0.14,0,1,0
0,0.2,0,0,1
10,0.16,1,0,0
5,1.0,0,0,2
8,0.95,1,0,0
9,0.22,1,0,0
0,0.18,0,0,1
0,0.07,0,0,1
4,0.93,0,0,2
10,0.56,0,1,0
4,0.05,0,0,2
0,0.82,0,0,1
4,0.35,0,0,2
7,0.74,0,0,2
10,0.69,1,0,0
4,0.13,0,0,2
7,0.47,0,0,2
10,0.04,0,0,0
10,1.32,1,0,0
0,0.71,0,0,1
6,0.48,0,1,2
3,0.2,1,0,1
10,0.21,1,0,0
0,1.42,0,0,1
10,0.91,1,0,0
7,0.05,1,0,2
10,0.12,1,0,0
8,0.24,1,0,0
5,0.17,1,0,2
6,4.85,0,1,2
5,0.76,1,0,2
3,0.59,0,0,1
9,0.33,1,0,0
3,0.11,0,0,1
9,0.77,1,0,0
0,0.15,0,0,1
9,0.88,1,0,0
10,0.86,1,0,0
0,0.7,0,1,1
7,0.11,1,0,2
7,2.88,0,1,2
5,0.62,0,1,2
10,0.81,1,0,0
0,0.18,0,0,1
7,1.11,1,0,2
6,0.57,0,1,2
7,0.14,1,0,2
8,0.23,1,0,0
7,1.16,0,0,2
0,0.65,0,0,1
6,0.12,1,0,2
1,0.62,0,0,1
6,0.72,1,0,2
6,0.34,1,0,2
8,0.24,1,0,0
8,1.08,1,0,0
10,4.56,1,18,4
0,0.52,0,0,1
10,0.54,1,0,0
1,0.66,0,11,4
8,0.61,1,0,0
0,0.19,0,0,1
8,0.17,1,0,0
3,0.31,0,0,1
6,0.74,1,0,2
10,0.12,1,0,0
9,1.97,1,0,0
0,0.59,0,0,1
10,0.09,1,0,0
0,1.36,0,0,1
8,0.15,1,0,0
10,0.3,1,0,0
0,1.31,0,0,1
0,0.69,0,0,1
2,0.33,0,0,1
6,0.01,0,0,2
8,0.09,1,0,0
6,0.96,0,1,2
10,22.88,1,5,4
3,0.38,0,0,1
3,0.02,0,0,1
10,0.01,1,0,0
10,0.33,1,0,0
4,0.67,0,0,2
9,0.16,1,0,0
9,0.03,1,0,0
3,0.24,1,0,1
0,0.17,0,0,1
0,0.71,0,0,1
0,3.98,0,1,1
7,0.87,1,0,2
2,0.6,0,0,1
2,0.08,0,0,1
10,0.19,0,0,0
10,1.24,1,0,0
10,0.61,1,0,0
9,0.01,0,0,0
9,1.36,1,0,0
0,0.67,0,0,1
6,0.5,0,0,2
6,0.06,0,0,2
4,0.89,0,0,2
10,0.39,0,1,0
0,0.9,0,0,1
10,38.3,1,8,3
2,0.51,0,0,1
10,0.09,1,0,0
3,0.19,0,0,1
0,0.48,0,0,1
6,1.2,1,0,2
1,0.63,0,0,1
4,2.14,0,0,2
0,0.88,0,0,1
10,0.12,1,0,0
5,0.22,0,0,2
9,1.52,0,1,0
10,0.61,1,0,0
0,0.06,0,0,1
8,0.03,1,0,0
3,0.21,0,0,1
7,0.25,1,0,2
7,0.75,1,0,2
9,1.0,1,0,0
6,0.04,1,0,2
6,0.25,0,0,2
3,0.45,0,0,1
3,0.52,0,0,1
2,0.88,0,9,4
10,0.98,1,0,0
4,0.1,0,0,2
10,0.59,1,0,0
2,0.2,0,0,1
5,0.07,0,0,2
4,0.48,0,0,2
4,0.57,0,0,2
9,0.48,1,0,0
7,0.0,1,0,2
4,0.69,0,0,2
8,0.08,1,0,0
2,0.32,0,0,1
3,0.34,0,0,1
10,0.33,1,0,0
10,0.84,1,0,0
9,0.01,1,0,0
