total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair,building_type,parking_place,price
69.8,29.3,2.7,3.0,3.5,2.0,жб панель,нет,4782500.0
62.3,28.0,2.9,3.0,3.1,7.0,монолитно-каркасный,нет,3066690.0
57.4,36.2,2.7,2.0,5.8,13.0,монолитно-каркасный,нет,3728880.0
74.1,30.4,2.8,3.0,0.9,6.0,жб панель,да,3696430.0
66.9,41.5,2.7,3.0,4.6,8.0,жб панель,да,3499500.0000000005
69.0,44.2,2.7,3.0,6.2,3.0,монолитно-каркасный,нет,3637500.0
80.0,40.8,2.9,3.0,6.4,11.0,жб панель,нет,5012000.0
75.5,40.0,2.8,2.0,11.8,1.0,жб панель,нет,5050850.0
52.6,30.5,3.4,1.0,0.4,1.0,жб панель,нет,3617320.0
99.2,47.6,2.9,4.0,6.8,15.0,монолитно-каркасный,нет,4759760.0
72.0,41.8,2.9,3.0,5.5,5.0,монолитно-каркасный,да,4568400.0
91.4,41.1,3.0,4.0,6.7,9.0,монолитно-каркасный,да,5520120.0
70.0,37.8,2.7,2.0,11.1,9.0,монолитно-каркасный,нет,3042000.0
39.1,16.0,2.9,1.0,6.8,2.0,кирпич,да,2577730.0
64.5,25.8,2.9,3.0,7.5,15.0,монолитно-каркасный,да,3146900.0
68.0,32.6,2.9,3.0,7.0,8.0,кирпич,нет,4549600.0
65.0,26.0,2.7,2.0,4.7,8.0,жб панель,нет,4327500.0
62.8,30.1,2.8,2.0,6.7,8.0,жб панель,да,4015400.0
63.8,39.6,2.7,2.0,3.0,2.0,жб панель,нет,3006280.0
88.2,53.8,2.9,4.0,5.2,5.0,кирпич,да,5247960.0
61.0,37.2,2.9,3.0,6.9,8.0,жб панель,да,3566700.0
68.2,28.6,2.8,3.0,4.8,2.0,монолитно-каркасный,нет,4288860.0
82.8,35.6,2.7,4.0,8.6,13.0,жб панель,нет,3677320.0
69.7,33.5,2.9,3.0,13.8,9.0,жб панель,да,4167730.0
83.4,40.9,2.7,4.0,8.8,4.0,кирпич,нет,4337080.0
61.6,35.7,2.8,2.0,7.6,4.0,жб панель,нет,3395760.0
48.0,28.8,3.5,1.0,8.6,5.0,монолитно-каркасный,да,3768800.0
71.0,41.9,3.5,4.0,3.5,2.0,жб панель,нет,4005000.0
69.7,27.9,2.7,3.0,8.8,5.0,жб панель,нет,4775930.0
110.7,55.4,3.0,3.0,8.9,4.0,монолитно-каркасный,да,6553480.0
109.2,64.4,2.7,3.0,1.1,4.0,жб панель,нет,5677520.0
62.0,26.0,2.9,2.0,7.5,4.0,кирпич,нет,3824200.0
66.5,41.9,2.7,3.0,4.5,0.0,кирпич,да,3736250.0
63.0,26.5,2.8,3.0,10.5,2.0,кирпич,да,4339600.0
64.3,38.6,2.7,3.0,7.5,3.0,кирпич,нет,3473660.0
62.0,29.8,3.0,3.0,2.7,5.0,монолитно-каркасный,нет,4364000.0
90.0,49.5,2.7,3.0,0.5,3.0,кирпич,нет,6495000.0
67.1,32.9,2.9,2.0,8.7,5.0,кирпич,нет,3977860.0
66.2,29.8,2.9,3.0,7.9,14.0,монолитно-каркасный,нет,3385360.0
69.6,32.0,3.1,2.0,10.3,1.0,жб панель,нет,3747760.0
88.5,55.8,3.2,2.0,0.8,7.0,жб панель,нет,5107350.0
106.2,42.5,3.2,3.0,1.8,15.0,жб панель,нет,5159760.0
61.2,38.6,2.9,2.0,6.2,7.0,кирпич,да,2601080.0
88.2,36.2,2.7,3.0,8.7,9.0,жб панель,нет,4823420.0
64.3,27.0,2.8,2.0,6.0,12.0,монолитно-каркасный,нет,3503640.0
73.4,36.7,2.9,4.0,5.3,4.0,жб панель,да,4250060.0
72.9,43.0,3.1,4.0,5.3,6.0,монолитно-каркасный,нет,5140260.0
58.8,27.6,2.8,2.0,7.5,3.0,жб панель,нет,2710400.0
64.7,31.1,3.0,2.0,5.2,1.0,монолитно-каркасный,нет,3275510.0
58.0,29.0,3.1,2.0,3.8,2.0,монолитно-каркасный,нет,3939800.0
59.0,33.0,2.8,2.0,3.2,5.0,жб панель,нет,3098200.0
51.0,26.5,2.7,2.0,4.1,2.0,монолитно-каркасный,нет,2317500.0
68.4,28.7,2.7,3.0,2.6,9.0,монолитно-каркасный,да,3684040.000000001
51.1,26.1,3.5,2.0,6.6,11.0,кирпич,да,2488910.0
62.0,39.1,2.8,2.0,5.4,6.0,монолитно-каркасный,да,4235400.0
61.7,34.6,3.1,3.0,2.1,3.0,жб панель,нет,3763270.0
109.1,65.5,2.7,5.0,8.7,3.0,монолитно-каркасный,да,6707790.0
61.9,36.5,2.9,3.0,2.5,1.0,жб панель,да,4384930.0
60.4,34.4,3.3,2.0,4.2,4.0,жб панель,да,4238360.0
60.0,33.0,3.4,2.0,2.5,4.0,жб панель,нет,3304000.0
89.6,52.0,2.9,3.0,4.0,5.0,жб панель,нет,4762640.0
89.0,50.7,2.8,3.0,5.3,5.0,жб панель,да,4779700.0
65.0,37.7,3.0,3.0,2.4,0.0,монолитно-каркасный,нет,4521500.0
58.3,32.1,3.4,2.0,5.5,3.0,монолитно-каркасный,да,4154600.0
64.0,30.1,2.8,2.0,6.5,4.0,кирпич,нет,4130400.0
62.1,40.4,3.5,2.0,7.2,10.0,монолитно-каркасный,да,3790020.0
68.7,44.0,2.8,3.0,1.8,15.0,кирпич,да,3771100.0
71.2,42.0,3.3,3.0,3.3,8.0,кирпич,нет,4990800.0
72.0,32.4,2.7,3.0,3.5,3.0,жб панель,да,4516400.0
110.7,44.3,3.0,3.0,7.5,2.0,кирпич,нет,6430230.0
62.0,32.9,3.3,2.0,8.4,4.0,монолитно-каркасный,нет,3861400.0
69.3,38.1,2.7,2.0,10.2,9.0,кирпич,нет,2848160.0
49.0,29.4,2.8,1.0,6.6,6.0,монолитно-каркасный,нет,2199500.0
63.9,25.6,2.7,2.0,6.7,2.0,кирпич,нет,3672340.0
60.2,28.9,3.1,2.0,5.7,11.0,монолитно-каркасный,нет,3997120.0
155.8,77.9,2.9,6.0,4.1,3.0,кирпич,да,9761260.0
70.9,43.2,3.3,4.0,5.6,6.0,жб панель,нет,3232730.0
63.1,36.0,3.4,3.0,4.8,17.0,кирпич,нет,4371090.0
72.0,46.8,2.8,3.0,4.5,5.0,монолитно-каркасный,да,3916000.0
49.0,24.5,3.1,1.0,6.2,14.0,монолитно-каркасный,да,3521300.0
73.8,47.2,2.8,3.0,4.3,17.0,кирпич,нет,4606900.0
59.0,30.1,3.2,2.0,6.1,5.0,монолитно-каркасный,нет,3128200.0
58.0,34.8,3.1,2.0,5.9,1.0,кирпич,да,3400200.0
67.0,43.6,3.0,2.0,5.4,6.0,монолитно-каркасный,нет,4539200.0
93.4,48.6,3.0,2.0,3.6,6.0,жб панель,нет,4795220.0
65.0,37.1,2.7,2.0,3.6,5.0,кирпич,нет,3427500.0
64.4,30.3,3.2,3.0,7.2,2.0,кирпич,да,4190760.000000001
73.1,46.1,3.4,3.0,2.8,0.0,монолитно-каркасный,да,4113840.0
67.8,27.1,2.7,3.0,4.3,7.0,жб панель,нет,4646640.0
76.7,47.6,2.7,4.0,10.2,3.0,кирпич,нет,5148500.0
45.4,20.9,3.0,1.0,5.8,6.0,жб панель,нет,2116820.0
101.0,50.5,2.7,5.0,6.3,4.0,монолитно-каркасный,нет,5068100.0
65.1,32.5,2.8,3.0,4.3,5.0,кирпич,нет,4408550.0
86.1,37.0,2.9,4.0,9.5,9.0,монолитно-каркасный,нет,5019670.0
68.8,44.0,2.8,2.0,7.9,12.0,монолитно-каркасный,нет,4205680.0
42.5,24.6,2.8,2.0,4.6,2.0,кирпич,да,3087750.0
69.5,41.7,3.5,3.0,7.4,4.0,монолитно-каркасный,да,3790000.0
54.4,27.2,3.2,1.0,10.1,12.0,кирпич,нет,2642480.0
62.0,32.2,3.3,2.0,4.0,4.0,жб панель,нет,3146400.0
63.6,29.3,3.0,3.0,9.9,2.0,жб панель,нет,3892360.0
71.2,37.7,2.9,3.0,10.3,6.0,кирпич,нет,2881920.0
59.6,37.5,2.7,2.0,8.2,2.0,кирпич,нет,4137000.0
50.1,29.1,2.8,2.0,5.2,3.0,монолитно-каркасный,да,2965980.0
79.5,33.4,3.1,3.0,10.4,4.0,монолитно-каркасный,да,3651250.0
56.8,23.3,2.7,2.0,8.3,4.0,жб панель,нет,4250080.0
77.2,39.4,2.7,3.0,11.6,9.0,монолитно-каркасный,да,4290000.0
66.0,35.0,2.8,3.0,4.7,5.0,жб панель,да,4827600.0
62.3,28.0,3.1,2.0,7.2,1.0,кирпич,нет,3653750.0
111.5,60.2,2.7,3.0,7.6,4.0,жб панель,да,6339400.0
60.8,26.1,2.7,3.0,6.8,9.0,монолитно-каркасный,нет,4040480.0
60.8,31.0,3.3,2.0,3.4,6.0,кирпич,нет,2899200.0
70.4,32.4,3.4,4.0,4.1,5.0,монолитно-каркасный,да,4319280.0
55.0,25.3,2.7,1.0,5.4,3.0,монолитно-каркасный,да,3797000.0
62.8,28.9,2.8,3.0,3.4,3.0,жб панель,да,4172440.0
82.4,34.6,3.3,3.0,8.8,12.0,кирпич,да,4889600.0
75.5,40.8,3.4,3.0,9.9,3.0,жб панель,нет,4844100.0
101.1,59.6,3.4,3.0,10.7,12.0,жб панель,нет,5507200.0
65.7,37.4,2.7,3.0,5.2,5.0,монолитно-каркасный,да,4628330.0
61.0,26.2,2.8,2.0,8.8,3.0,монолитно-каркасный,да,3334600.0
61.0,39.6,2.7,3.0,3.7,7.0,жб панель,нет,3388200.0
68.0,38.1,3.3,2.0,2.8,5.0,жб панель,да,4021200.0
65.0,37.1,2.8,3.0,10.7,3.0,монолитно-каркасный,нет,2756500.0
74.4,46.9,2.8,4.0,7.1,3.0,жб панель,нет,3343120.0
62.2,40.4,2.8,2.0,4.9,3.0,жб панель,да,3974920.0
69.8,34.9,2.7,3.0,5.0,7.0,монолитно-каркасный,нет,4551620.0
67.5,40.5,2.8,2.0,3.2,2.0,жб панель,нет,4984250.0
57.6,33.4,3.0,2.0,8.8,12.0,монолитно-каркасный,нет,3560640.0
66.6,30.0,2.8,2.0,9.5,12.0,жб панель,да,4223260.0
48.8,29.3,3.3,2.0,4.2,10.0,жб панель,да,3679920.0
84.3,47.2,3.2,3.0,7.8,8.0,жб панель,нет,5200220.0
65.0,41.0,2.9,3.0,12.2,0.0,монолитно-каркасный,да,3736000.0
64.6,30.4,3.4,2.0,4.2,3.0,жб панель,нет,4182720.0
95.9,50.8,3.2,4.0,8.6,3.0,монолитно-каркасный,нет,5222610.0
84.7,41.5,2.8,4.0,1.8,5.0,жб панель,да,5534350.0
85.1,55.3,2.9,3.0,4.8,7.0,кирпич,да,5396660.0
54.2,28.2,3.4,2.0,7.7,3.0,жб панель,да,3359940.0
68.9,31.7,2.9,3.0,4.0,12.0,кирпич,да,4219740.0
47.4,19.0,3.1,1.0,3.1,9.0,жб панель,нет,2632380.0
63.6,25.4,3.1,2.0,5.7,11.0,кирпич,нет,3208840.0
73.0,46.0,3.2,3.0,7.1,7.0,жб панель,нет,4979100.0
59.3,29.1,3.0,2.0,8.5,6.0,кирпич,да,3350100.0
84.0,46.2,2.9,3.0,6.7,2.0,кирпич,да,5194400.0
72.0,31.7,2.8,4.0,5.3,5.0,монолитно-каркасный,да,5195600.0
53.4,31.0,2.7,2.0,7.8,4.0,монолитно-каркасный,да,2668460.0
101.0,45.5,3.1,5.0,8.6,5.0,монолитно-каркасный,нет,6147500.0
59.7,35.8,2.7,2.0,9.3,7.0,монолитно-каркасный,да,3510070.0
64.2,27.6,2.7,2.0,6.4,1.0,жб панель,нет,4169040.0
52.0,22.9,2.7,1.0,7.7,1.0,монолитно-каркасный,да,2180000.0
70.0,33.6,2.8,2.0,5.9,2.0,кирпич,нет,4024000.0
67.7,40.6,2.8,3.0,4.8,0.0,монолитно-каркасный,нет,4387710.0
185.0,94.4,2.7,6.0,3.3,3.0,жб панель,нет,10029000.0
76.6,36.0,2.9,3.0,3.1,7.0,монолитно-каркасный,нет,4197060.0
67.2,26.9,2.7,3.0,5.6,11.0,жб панель,нет,3796000.0
57.9,25.5,3.3,2.0,5.3,3.0,жб панель,да,2710860.0
65.5,35.4,3.0,2.0,5.8,4.0,монолитно-каркасный,нет,3108650.0
71.0,36.2,2.8,3.0,8.5,9.0,кирпич,да,4498200.0
63.0,29.0,2.7,2.0,6.5,5.0,кирпич,да,4132500.0
61.4,31.9,2.7,3.0,7.0,4.0,монолитно-каркасный,да,4350320.0
66.0,35.6,3.0,3.0,6.2,1.0,монолитно-каркасный,нет,3721600.0
61.6,30.2,3.3,2.0,5.1,1.0,кирпич,нет,4415520.0
68.5,39.0,3.3,3.0,3.9,1.0,монолитно-каркасный,да,4964000.0
98.0,51.0,2.7,4.0,6.5,6.0,монолитно-каркасный,нет,6148800.0
128.0,65.3,2.9,5.0,3.3,14.0,жб панель,да,7351600.0
69.0,42.8,3.5,3.0,0.2,3.0,монолитно-каркасный,да,4417800.0
76.0,35.0,2.7,3.0,10.7,8.0,жб панель,нет,4020000.0
69.8,30.0,3.1,2.0,4.3,6.0,кирпич,да,3448000.0
70.0,28.7,3.0,2.0,4.4,3.0,монолитно-каркасный,нет,4668000.0
90.0,47.7,2.7,2.0,3.8,9.0,монолитно-каркасный,нет,5830000.0
54.0,34.6,2.9,2.0,1.7,4.0,кирпич,да,3046200.0
63.0,32.8,2.8,3.0,12.4,0.0,жб панель,нет,2991500.0
63.0,30.9,2.7,3.0,7.7,4.0,жб панель,нет,3180300.0
68.1,40.9,2.8,3.0,4.7,10.0,кирпич,нет,3511019.9999999995
69.7,32.1,2.8,2.0,0.1,11.0,кирпич,да,3776240.0
73.5,39.0,2.7,3.0,6.4,1.0,жб панель,нет,5220000.0
91.7,43.1,2.8,2.0,12.9,3.0,кирпич,да,4975120.0
76.0,42.6,2.9,4.0,8.8,1.0,кирпич,нет,5232800.0
54.0,23.2,2.7,1.0,6.2,4.0,жб панель,да,3747400.0
65.7,29.6,3.1,2.0,9.3,4.0,жб панель,да,3787170.0
62.3,36.1,3.0,2.0,6.4,11.0,кирпич,да,3777970.0
71.1,33.4,3.0,4.0,4.2,3.0,жб панель,нет,4150860.0
64.0,27.5,2.8,2.0,8.6,3.0,монолитно-каркасный,нет,4557200.0
69.6,28.5,2.7,2.0,12.1,9.0,монолитно-каркасный,нет,2793519.9999999995
55.0,22.0,2.9,1.0,2.4,9.0,жб панель,нет,3522000.0
67.0,32.2,2.9,3.0,5.6,5.0,монолитно-каркасный,нет,3119900.0
62.7,32.6,2.8,3.0,3.9,2.0,кирпич,нет,4630100.0
60.4,29.0,3.3,3.0,10.0,6.0,жб панель,да,2937360.0
74.3,48.3,2.8,4.0,3.3,1.0,жб панель,нет,5478890.0
116.4,71.0,3.5,4.0,6.2,3.0,жб панель,да,7143680.0
61.0,28.1,2.7,2.0,11.8,8.0,кирпич,нет,3405900.0
63.2,36.0,3.5,2.0,4.7,11.0,жб панель,нет,4119760.0
68.5,30.1,2.7,2.0,7.6,1.0,монолитно-каркасный,нет,4230000.0
64.1,38.5,2.7,3.0,7.1,1.0,монолитно-каркасный,да,3897540.0
60.2,33.7,2.9,3.0,4.7,0.0,жб панель,да,2888820.0
61.0,25.0,3.2,3.0,0.9,8.0,монолитно-каркасный,да,3156900.0
58.0,25.5,3.3,1.0,8.8,9.0,монолитно-каркасный,нет,2552200.0
52.0,33.8,3.1,2.0,3.2,3.0,монолитно-каркасный,нет,4002400.0
76.0,37.2,3.1,4.0,7.8,8.0,кирпич,нет,3841200.0
48.8,26.8,3.1,1.0,7.0,8.0,жб панель,нет,2776720.0
75.0,30.0,3.1,4.0,5.3,2.0,монолитно-каркасный,да,3837500.0
65.3,39.2,2.7,2.0,3.8,1.0,монолитно-каркасный,нет,3776360.0
50.3,24.6,2.8,2.0,0.5,7.0,жб панель,нет,3648900.0
83.5,34.2,2.7,3.0,6.9,11.0,кирпич,да,4623850.0
48.3,27.0,2.7,1.0,3.8,3.0,жб панель,да,3108000.0
183.3,117.3,3.5,6.0,4.5,7.0,монолитно-каркасный,да,10768000.0
54.3,28.8,2.8,1.0,2.3,8.0,кирпич,нет,2261390.0
73.0,40.1,2.8,3.0,1.2,2.0,монолитно-каркасный,нет,3779000.0
56.0,31.4,3.3,2.0,7.2,13.0,кирпич,нет,2803200.0
60.0,27.6,3.1,2.0,6.7,16.0,жб панель,да,2694000.0
88.0,44.9,2.7,3.0,4.7,9.0,монолитно-каркасный,нет,5327200.0
67.2,32.9,2.7,2.0,0.5,10.0,монолитно-каркасный,нет,3941680.0
64.5,31.0,2.8,3.0,6.5,1.0,жб панель,нет,3173500.0
67.0,31.5,3.0,3.0,2.5,10.0,кирпич,нет,3246500.0
69.4,45.1,2.7,3.0,8.2,0.0,кирпич,да,5154000.0
77.1,36.2,2.9,3.0,8.5,3.0,кирпич,да,3502640.0
65.0,35.1,2.9,3.0,10.3,3.0,монолитно-каркасный,да,3758000.0
62.9,40.3,3.3,2.0,8.8,7.0,кирпич,да,4176110.0
66.2,39.1,3.0,3.0,3.8,11.0,кирпич,да,3097620.0
57.0,30.8,3.1,1.0,11.0,10.0,жб панель,да,2218300.0
65.0,41.0,2.7,2.0,7.4,5.0,монолитно-каркасный,да,3094000.0
64.3,39.2,3.0,3.0,6.6,13.0,кирпич,да,4283600.0
82.3,35.4,2.8,3.0,6.6,4.0,кирпич,да,4903400.0
52.2,31.8,2.9,1.0,5.0,3.0,кирпич,да,2915020.0
68.0,40.1,2.8,3.0,3.3,2.0,жб панель,да,4954800.0
55.3,27.6,3.0,2.0,5.1,2.0,монолитно-каркасный,да,3948600.0
35.3,18.7,3.1,1.0,7.8,12.0,жб панель,нет,2895610.0
68.5,30.8,2.7,3.0,8.4,4.0,монолитно-каркасный,нет,3379850.0
72.8,47.3,3.1,3.0,5.2,7.0,кирпич,нет,4726000.0
131.3,56.5,3.2,4.0,4.3,9.0,жб панель,да,7563490.000000001
68.0,43.5,3.2,3.0,7.8,3.0,кирпич,да,4944800.0
107.0,54.6,2.7,5.0,8.5,11.0,кирпич,да,5727500.0
51.0,30.1,2.7,1.0,5.3,12.0,кирпич,да,2297500.0
57.3,28.1,3.1,2.0,12.5,5.0,кирпич,нет,3695880.0
55.3,22.1,2.8,1.0,7.2,9.0,кирпич,да,3070440.0
68.8,39.9,3.3,3.0,6.1,4.0,монолитно-каркасный,да,4497360.0
63.8,27.4,2.7,3.0,6.5,2.0,кирпич,да,4094560.0
56.0,29.7,3.1,2.0,7.5,2.0,кирпич,да,4173600.0
111.6,53.6,2.7,5.0,7.7,2.0,жб панель,да,7142080.0
77.5,45.0,2.8,3.0,1.8,12.0,кирпич,нет,3717000.0
124.6,78.5,3.1,5.0,8.5,1.0,жб панель,да,7430760.0
63.0,40.3,2.9,2.0,3.6,17.0,монолитно-каркасный,да,2846700.0
50.2,26.6,3.1,2.0,3.3,7.0,монолитно-каркасный,нет,3242240.0
67.4,29.0,3.3,3.0,4.8,5.0,жб панель,да,5002280.0
61.0,33.5,3.0,2.0,1.9,3.0,жб панель,нет,4295400.0
50.0,25.5,3.0,1.0,6.4,2.0,кирпич,нет,2290000.0
63.2,28.4,2.9,2.0,5.8,13.0,кирпич,да,4364880.0
30.5,14.9,2.7,1.0,4.7,3.0,кирпич,да,1751700.0
65.1,28.6,3.1,3.0,7.6,3.0,монолитно-каркасный,да,4055060.0
70.5,32.4,3.1,3.0,9.2,1.0,кирпич,да,3766250.0
66.1,29.1,2.9,2.0,3.1,10.0,кирпич,нет,4070920.0
70.0,35.0,3.1,3.0,7.2,3.0,жб панель,да,3360000.0
68.7,37.1,2.9,2.0,3.0,7.0,кирпич,нет,3500860.0
65.0,31.2,2.7,2.0,7.3,5.0,жб панель,да,4028500.0
80.0,36.0,2.7,4.0,8.1,17.0,жб панель,да,3730000.0
87.0,43.5,2.7,3.0,3.4,3.0,жб панель,да,4537800.0
65.0,31.9,2.8,3.0,7.8,11.0,жб панель,да,2543000.0
64.0,28.8,2.7,2.0,4.1,3.0,кирпич,нет,3380000.0
66.7,28.7,2.7,3.0,4.2,4.0,кирпич,нет,3732020.0
52.0,22.9,3.5,1.0,4.6,5.0,кирпич,нет,3683600.0
54.1,34.6,3.4,2.0,4.9,7.0,кирпич,да,3076490.0
97.6,56.6,3.3,4.0,7.8,5.0,жб панель,нет,6291280.0
65.0,36.4,3.0,3.0,2.8,7.0,кирпич,да,3727500.0
134.9,83.6,2.8,6.0,3.3,2.0,монолитно-каркасный,да,8722390.0
56.0,26.3,3.3,2.0,7.8,3.0,монолитно-каркасный,да,3104000.0
70.0,30.8,2.7,2.0,9.0,4.0,жб панель,нет,3544000.0
102.7,64.7,3.1,5.0,6.6,5.0,кирпич,нет,6308490.0
58.0,26.1,3.2,2.0,12.8,1.0,жб панель,нет,3803200.0
59.7,31.6,2.8,2.0,0.8,12.0,жб панель,да,4330810.0
69.1,40.1,2.9,3.0,1.6,3.0,кирпич,нет,4638190.0
61.5,30.8,2.7,3.0,8.2,2.0,жб панель,да,3880000.0
100.5,51.3,2.9,3.0,5.5,1.0,жб панель,да,6930450.0
111.0,52.2,2.8,4.0,8.0,7.0,монолитно-каркасный,нет,6876200.0
66.2,41.0,2.8,3.0,7.3,0.0,кирпич,нет,3744820.0
54.4,33.7,2.7,2.0,7.8,4.0,жб панель,да,3784640.0
51.0,31.1,3.3,2.0,8.4,4.0,кирпич,нет,2174700.0
85.9,50.7,2.8,3.0,2.2,13.0,монолитно-каркасный,да,4295780.0
68.9,40.0,2.9,3.0,8.3,9.0,жб панель,да,4549260.0
57.0,36.5,3.1,2.0,4.1,7.0,монолитно-каркасный,нет,3311700.0
65.0,41.6,2.7,2.0,11.8,8.0,кирпич,нет,3849000.0
59.0,26.0,2.8,2.0,6.3,1.0,жб панель,да,4507000.0
89.1,40.1,2.9,3.0,10.3,8.0,кирпич,нет,4634480.0
68.3,28.0,3.0,3.0,8.7,1.0,кирпич,нет,4524600.0
109.6,44.9,2.8,3.0,8.5,4.0,кирпич,нет,5548560.0
57.7,23.1,2.7,1.0,4.3,1.0,монолитно-каркасный,нет,2926250.0
56.4,27.1,2.8,1.0,10.3,7.0,монолитно-каркасный,да,3716880.0
182.6,76.7,3.4,6.0,8.2,5.0,кирпич,нет,10304700.0
64.0,35.2,3.0,3.0,6.2,6.0,жб панель,да,3651200.0
60.0,33.0,3.0,2.0,6.1,4.0,жб панель,да,4030000.0
65.7,34.8,3.0,3.0,4.3,4.0,кирпич,нет,3904560.0
79.4,40.5,3.2,3.0,8.2,9.0,монолитно-каркасный,да,4891120.0
59.0,32.4,2.7,1.0,3.9,5.0,монолитно-каркасный,нет,4242500.0
64.1,28.2,2.8,3.0,2.4,8.0,монолитно-каркасный,нет,3593179.9999999995
64.5,32.2,3.0,2.0,7.2,4.0,кирпич,нет,4169050.0
80.0,44.8,3.4,3.0,4.3,4.0,монолитно-каркасный,нет,5872000.0
55.9,30.7,2.8,2.0,4.8,3.0,монолитно-каркасный,да,3032820.0
82.2,35.3,3.0,3.0,9.0,5.0,монолитно-каркасный,нет,5375400.0
79.6,38.2,3.0,4.0,4.6,7.0,кирпич,да,5160680.0
70.2,28.8,3.3,2.0,5.3,7.0,монолитно-каркасный,да,4010940.0
45.5,22.3,3.0,2.0,2.6,14.0,монолитно-каркасный,да,2786200.0
73.4,36.0,3.0,2.0,5.5,1.0,монолитно-каркасный,нет,3676760.0
47.4,30.8,2.9,2.0,8.0,9.0,кирпич,нет,3082780.0
73.2,34.4,2.7,3.0,5.5,5.0,монолитно-каркасный,да,4349000.0
66.0,39.6,3.2,2.0,8.7,3.0,кирпич,да,4271400.0
67.5,27.7,2.8,3.0,5.3,5.0,кирпич,да,4896500.0
80.0,33.6,3.4,4.0,2.6,9.0,жб панель,да,5552000.0
67.0,30.8,2.8,2.0,0.4,0.0,жб панель,да,3846000.0
100.7,40.3,2.7,4.0,8.8,3.0,монолитно-каркасный,нет,5859830.0
64.0,33.3,3.2,3.0,0.9,1.0,монолитно-каркасный,нет,5027200.0
67.0,34.8,2.7,2.0,5.4,1.0,жб панель,нет,4230200.0
59.2,29.6,3.3,2.0,4.9,4.0,монолитно-каркасный,нет,2690800.0
55.0,31.9,2.7,1.0,2.2,0.0,монолитно-каркасный,нет,3809000.0
72.5,42.0,2.7,3.0,1.2,4.0,кирпич,нет,4113500.0
48.3,30.9,3.1,1.0,7.8,8.0,монолитно-каркасный,да,3406500.0
47.4,27.5,2.8,1.0,6.8,4.0,монолитно-каркасный,нет,2037580.0
99.8,54.9,2.9,4.0,1.2,5.0,монолитно-каркасный,нет,5507820.0
67.0,38.9,2.9,3.0,5.1,4.0,монолитно-каркасный,да,3622800.0
67.3,37.0,2.7,2.0,5.2,5.0,жб панель,да,3389370.0
65.2,30.0,2.7,3.0,6.7,1.0,жб панель,нет,3915880.0
63.4,40.6,3.3,3.0,6.3,9.0,жб панель,нет,3412100.0
86.4,52.7,2.9,3.0,1.2,7.0,жб панель,нет,5358080.0
40.6,17.1,2.9,1.0,13.6,12.0,жб панель,нет,2263460.0
61.5,31.4,3.2,3.0,4.3,3.0,жб панель,нет,3881400.0
89.0,50.7,2.7,4.0,8.5,12.0,монолитно-каркасный,да,4413400.0
93.6,58.0,3.1,4.0,9.7,8.0,монолитно-каркасный,да,5396320.0
84.0,41.2,2.8,4.0,4.1,2.0,жб панель,да,4602800.0
63.5,33.7,3.3,2.0,5.0,5.0,кирпич,нет,3090950.0
64.0,32.0,2.9,3.0,2.7,6.0,жб панель,да,3847600.0
62.0,28.5,2.9,3.0,4.5,15.0,монолитно-каркасный,да,3961400.0
66.0,40.3,2.8,2.0,7.8,11.0,кирпич,нет,2792200.0
96.6,54.1,2.7,3.0,6.5,9.0,жб панель,нет,5947080.0
117.0,46.8,2.8,4.0,8.4,7.0,монолитно-каркасный,да,6431400.0
83.3,52.5,3.4,4.0,4.3,3.0,кирпич,нет,6024600.0
68.4,35.6,2.8,2.0,2.2,3.0,кирпич,да,3208200.0000000005
62.2,34.8,2.7,2.0,8.2,4.0,монолитно-каркасный,да,2618320.0
71.5,32.9,2.7,3.0,6.5,2.0,кирпич,нет,4635800.0
72.0,39.6,3.0,2.0,10.1,1.0,жб панель,да,4100800.0
88.9,35.6,3.1,3.0,4.1,2.0,монолитно-каркасный,нет,5339590.0
63.2,32.9,2.9,2.0,2.1,2.0,жб панель,да,4536880.0
75.5,44.5,3.2,4.0,6.6,8.0,жб панель,нет,4156150.0
51.0,22.4,3.0,1.0,6.2,17.0,монолитно-каркасный,да,3441400.0
63.8,41.5,2.7,2.0,1.6,1.0,жб панель,да,3777500.0
49.5,28.2,2.8,1.0,6.2,2.0,монолитно-каркасный,да,2680400.0
48.2,19.8,2.8,1.0,4.2,1.0,кирпич,да,3466600.0
98.3,51.1,2.7,4.0,7.6,11.0,жб панель,нет,4762960.0
73.3,39.6,3.0,4.0,6.9,2.0,монолитно-каркасный,нет,3916640.0
61.5,27.7,2.9,2.0,10.7,4.0,кирпич,да,4297850.0
63.0,30.9,2.7,3.0,9.4,6.0,жб панель,да,3830600.0
68.0,37.4,2.8,2.0,12.1,1.0,жб панель,да,3965600.0
62.1,26.1,2.9,2.0,7.4,1.0,жб панель,нет,3089880.0
65.7,38.1,2.7,2.0,2.6,1.0,монолитно-каркасный,нет,4626830.0
66.9,32.1,2.7,2.0,9.5,5.0,монолитно-каркасный,да,3529500.0000000005
54.6,29.5,2.7,1.0,8.7,4.0,жб панель,да,3103000.0
58.4,30.4,3.0,2.0,9.7,4.0,кирпич,да,2908800.0
105.0,56.7,3.2,4.0,2.0,8.0,жб панель,да,5466000.0
74.6,41.8,3.0,4.0,8.5,3.0,кирпич,да,5253940.0
