id,Оценка комфортности покупки билета онлайн,Оценка качества питания,Оценка качества wifi,Оценка комфортности времени отправления/прибытия,Общая оценка качества предоставленной услуги
4521541,плохо,хорошо,хорошо,плохо,хорошо
21074871,плохо,хорошо,отсутствует,хорошо,нормально
99110490,нормально,нормально,нормально,нормально,нормально
51454587,плохо,отсутствует,отсутствует,нормально,нормально
33463805,плохо,отсутствует,отсутствует,плохо,нормально
60596602,нормально,отсутствует,нормально,нормально,нормально
68019109,нормально,нормально,нормально,нормально,хорошо
21164501,нормально,нормально,нормально,нормально,хорошо
66179009,хорошо,хорошо,хорошо,нормально,хорошо
20072261,плохо,плохо,плохо,плохо,плохо
58094370,плохо,хорошо,отсутствует,нормально,нормально
67791757,плохо,отсутствует,плохо,плохо,нормально
74376574,нормально,хорошо,плохо,нормально,нормально
33493035,нормально,плохо,отсутствует,плохо,нормально
79285931,отсутствует,нормально,отсутствует,плохо,хорошо
70499520,плохо,нормально,отсутствует,плохо,нормально
55388583,плохо,отсутствует,отсутствует,нормально,нормально
2633423,нормально,отсутствует,отсутствует,нормально,нормально
4801312,плохо,хорошо,хорошо,плохо,хорошо
32415065,нормально,отсутствует,плохо,плохо,нормально
25034990,плохо,отсутствует,отсутствует,нормально,нормально
36213275,плохо,нормально,отсутствует,нормально,нормально
29500197,нормально,плохо,отсутствует,нормально,плохо
23621204,плохо,хорошо,отсутствует,нормально,нормально
70751433,плохо,плохо,отсутствует,плохо,плохо
92516300,нормально,нормально,плохо,нормально,нормально
63440156,хорошо,нормально,хорошо,плохо,хорошо
12166551,плохо,отсутствует,отсутствует,нормально,нормально
4494397,нормально,плохо,плохо,хорошо,плохо
71017992,плохо,плохо,нормально,плохо,хорошо
76387039,нормально,нормально,нормально,плохо,нормально
86662221,плохо,отсутствует,нормально,плохо,хорошо
14789877,хорошо,отсутствует,хорошо,хорошо,хорошо
45071277,нормально,хорошо,плохо,нормально,нормально
91816963,плохо,хорошо,отсутствует,нормально,нормально
97873054,плохо,нормально,отсутствует,плохо,хорошо
15477138,нормально,отсутствует,нормально,нормально,нормально
3967065,хорошо,отсутствует,хорошо,хорошо,хорошо
8444001,плохо,нормально,плохо,нормально,нормально
27997354,плохо,плохо,отсутствует,плохо,плохо
96700050,нормально,хорошо,нормально,плохо,хорошо
72035173,нормально,нормально,плохо,плохо,нормально
670513,плохо,хорошо,отсутствует,нормально,нормально
91836388,хорошо,нормально,хорошо,хорошо,хорошо
75899983,плохо,хорошо,хорошо,плохо,хорошо
71519362,нормально,нормально,нормально,плохо,нормально
63050710,нормально,нормально,нормально,плохо,хорошо
94373966,хорошо,плохо,отсутствует,хорошо,нормально
68587785,плохо,нормально,нормально,нормально,нормально
19097136,нормально,плохо,плохо,нормально,нормально
49946230,нормально,хорошо,плохо,нормально,нормально
38018204,плохо,нормально,отсутствует,нормально,нормально
96987533,плохо,нормально,плохо,нормально,нормально
80767978,плохо,отсутствует,хорошо,плохо,хорошо
47114096,нормально,плохо,плохо,хорошо,нормально
59636089,плохо,плохо,отсутствует,плохо,плохо
35073837,отсутствует,отсутствует,отсутствует,хорошо,хорошо
20130885,нормально,плохо,отсутствует,плохо,нормально
56701355,плохо,хорошо,отсутствует,хорошо,нормально
73408763,плохо,плохо,отсутствует,хорошо,нормально
40463628,нормально,нормально,плохо,плохо,нормально
78036773,нормально,нормально,нормально,плохо,хорошо
58553124,плохо,отсутствует,отсутствует,плохо,плохо
8948904,нормально,плохо,плохо,плохо,нормально
84985166,нормально,отсутствует,плохо,плохо,нормально
78317756,нормально,нормально,нормально,нормально,хорошо
45628386,нормально,хорошо,нормально,хорошо,нормально
72048638,нормально,нормально,нормально,нормально,хорошо
42494779,плохо,нормально,отсутствует,плохо,нормально
56559019,плохо,хорошо,отсутствует,хорошо,нормально
20377373,хорошо,хорошо,хорошо,плохо,хорошо
87848025,нормально,плохо,нормально,нормально,нормально
23434881,нормально,плохо,нормально,нормально,хорошо
27851419,плохо,отсутствует,отсутствует,хорошо,нормально
88355195,нормально,хорошо,нормально,нормально,нормально
30923047,хорошо,плохо,нормально,хорошо,хорошо
24629041,нормально,отсутствует,нормально,нормально,хорошо
56595452,отсутствует,плохо,отсутствует,плохо,нормально
32715958,нормально,отсутствует,плохо,хорошо,нормально
21628119,плохо,хорошо,хорошо,плохо,хорошо
65108404,плохо,отсутствует,отсутствует,плохо,нормально
91601584,плохо,нормально,отсутствует,хорошо,нормально
82068104,плохо,отсутствует,отсутствует,плохо,нормально
90159685,плохо,нормально,отсутствует,нормально,нормально
91455219,отсутствует,отсутствует,отсутствует,хорошо,хорошо
86391466,нормально,отсутствует,плохо,хорошо,нормально
99195336,нормально,плохо,плохо,нормально,нормально
22988504,плохо,отсутствует,отсутствует,нормально,нормально
33133917,плохо,отсутствует,нормально,хорошо,хорошо
14512337,плохо,отсутствует,отсутствует,нормально,нормально
31635427,хорошо,нормально,хорошо,хорошо,хорошо
3525902,плохо,нормально,отсутствует,нормально,нормально
23375797,отсутствует,отсутствует,отсутствует,плохо,хорошо
71279440,плохо,отсутствует,отсутствует,нормально,плохо
58557535,нормально,отсутствует,нормально,хорошо,нормально
49204895,плохо,нормально,отсутствует,нормально,нормально
17101816,плохо,плохо,отсутствует,нормально,плохо
2461304,плохо,отсутствует,отсутствует,нормально,нормально
36273707,плохо,отсутствует,отсутствует,хорошо,нормально
38014213,плохо,отсутствует,отсутствует,хорошо,нормально
14819506,плохо,плохо,отсутствует,плохо,плохо
27142402,плохо,плохо,отсутствует,плохо,плохо
34635659,плохо,нормально,отсутствует,плохо,хорошо
84745615,плохо,хорошо,отсутствует,плохо,хорошо
8582200,хорошо,плохо,хорошо,плохо,хорошо
5395620,плохо,отсутствует,отсутствует,плохо,нормально
2486373,отсутствует,отсутствует,отсутствует,хорошо,нормально
31639153,плохо,нормально,отсутствует,плохо,нормально
27041648,плохо,отсутствует,отсутствует,нормально,нормально
79623006,нормально,отсутствует,нормально,плохо,нормально
26585669,плохо,нормально,отсутствует,нормально,нормально
61939951,плохо,нормально,отсутствует,хорошо,нормально
12580303,нормально,отсутствует,плохо,плохо,нормально
79793362,нормально,отсутствует,плохо,плохо,нормально
14301030,нормально,плохо,нормально,плохо,хорошо
9230248,плохо,хорошо,хорошо,плохо,хорошо
18343931,нормально,хорошо,плохо,нормально,нормально
6017689,нормально,отсутствует,нормально,нормально,хорошо
87041888,нормально,плохо,плохо,хорошо,нормально
35575312,плохо,отсутствует,отсутствует,плохо,нормально
8356431,нормально,хорошо,плохо,нормально,нормально
53014650,хорошо,отсутствует,нормально,нормально,хорошо
66501024,нормально,плохо,плохо,нормально,плохо
68715180,нормально,плохо,плохо,хорошо,плохо
82128458,нормально,плохо,нормально,нормально,нормально
58239674,нормально,нормально,нормально,нормально,хорошо
71165524,плохо,отсутствует,отсутствует,плохо,нормально
97198359,нормально,плохо,плохо,нормально,плохо
60085637,плохо,плохо,отсутствует,плохо,хорошо
87013467,хорошо,плохо,отсутствует,хорошо,плохо
31432106,нормально,нормально,отсутствует,нормально,нормально
9684394,плохо,хорошо,отсутствует,хорошо,нормально
93038425,плохо,отсутствует,отсутствует,нормально,нормально
9104618,нормально,отсутствует,нормально,хорошо,хорошо
27163795,хорошо,хорошо,хорошо,хорошо,хорошо
45474884,нормально,отсутствует,плохо,хорошо,плохо
82644111,нормально,плохо,нормально,хорошо,нормально
4442124,нормально,отсутствует,плохо,нормально,нормально
60185644,плохо,отсутствует,отсутствует,нормально,нормально
60370900,плохо,отсутствует,хорошо,плохо,хорошо
25731564,нормально,отсутствует,нормально,хорошо,нормально
51844858,нормально,хорошо,плохо,плохо,нормально
529779,нормально,хорошо,плохо,нормально,нормально
58746760,плохо,нормально,отсутствует,плохо,нормально
27966334,нормально,отсутствует,отсутствует,нормально,нормально
88852691,плохо,отсутствует,отсутствует,плохо,нормально
45830331,нормально,хорошо,плохо,плохо,нормально
2538105,хорошо,отсутствует,отсутствует,нормально,нормально
38247626,нормально,нормально,нормально,хорошо,нормально
25572173,отсутствует,отсутствует,плохо,нормально,нормально
78850388,хорошо,отсутствует,хорошо,нормально,хорошо
87579616,плохо,отсутствует,отсутствует,плохо,хорошо
46031412,нормально,отсутствует,отсутствует,нормально,плохо
8562071,нормально,нормально,нормально,плохо,нормально
2263883,плохо,плохо,отсутствует,нормально,нормально
1282671,нормально,нормально,плохо,нормально,хорошо
92297991,плохо,хорошо,плохо,плохо,плохо
48772631,нормально,отсутствует,плохо,нормально,нормально
70063992,нормально,плохо,плохо,нормально,плохо
46987552,нормально,плохо,плохо,плохо,плохо
68592871,хорошо,нормально,нормально,хорошо,хорошо
4607458,плохо,нормально,отсутствует,нормально,нормально
26753487,плохо,отсутствует,отсутствует,нормально,нормально
40450282,плохо,отсутствует,отсутствует,хорошо,нормально
82725333,плохо,отсутствует,отсутствует,нормально,нормально
33324735,хорошо,плохо,хорошо,хорошо,хорошо
39415317,нормально,нормально,плохо,хорошо,нормально
97952395,плохо,отсутствует,плохо,плохо,плохо
89587341,плохо,нормально,плохо,плохо,хорошо
74127112,плохо,нормально,плохо,нормально,хорошо
71840727,нормально,нормально,плохо,нормально,хорошо
76142070,плохо,отсутствует,отсутствует,плохо,хорошо
26170669,плохо,отсутствует,отсутствует,плохо,нормально
50915818,нормально,отсутствует,плохо,нормально,нормально
74907092,плохо,нормально,отсутствует,нормально,плохо
38519293,плохо,плохо,отсутствует,плохо,плохо
55054354,хорошо,плохо,нормально,хорошо,нормально
79490999,плохо,хорошо,плохо,плохо,нормально
21887934,плохо,нормально,отсутствует,нормально,нормально
15914949,плохо,плохо,отсутствует,нормально,нормально
94931455,хорошо,хорошо,хорошо,хорошо,хорошо
46749941,плохо,плохо,отсутствует,хорошо,нормально
26598436,хорошо,нормально,отсутствует,хорошо,хорошо
52096207,нормально,плохо,нормально,плохо,нормально
79164411,отсутствует,плохо,плохо,плохо,плохо
98805791,плохо,отсутствует,отсутствует,плохо,нормально
88809406,плохо,хорошо,хорошо,плохо,хорошо
98177720,плохо,плохо,отсутствует,нормально,нормально
86884667,плохо,плохо,отсутствует,нормально,нормально
15217361,нормально,отсутствует,плохо,плохо,нормально
94283243,плохо,плохо,отсутствует,хорошо,нормально
92987887,плохо,отсутствует,отсутствует,хорошо,плохо
94239380,нормально,отсутствует,нормально,хорошо,нормально
38608087,нормально,отсутствует,плохо,нормально,нормально
30181690,нормально,плохо,плохо,хорошо,плохо
24669705,хорошо,отсутствует,плохо,хорошо,нормально
31325027,плохо,плохо,отсутствует,хорошо,нормально
79535521,плохо,нормально,отсутствует,плохо,нормально
84893377,нормально,плохо,плохо,хорошо,нормально
68554828,плохо,нормально,плохо,плохо,хорошо
76777309,плохо,отсутствует,отсутствует,плохо,нормально
19711724,плохо,плохо,отсутствует,плохо,плохо
81593784,нормально,плохо,нормально,нормально,хорошо
87932433,нормально,хорошо,плохо,нормально,нормально
88283119,нормально,нормально,нормально,нормально,хорошо
33880003,нормально,отсутствует,плохо,нормально,нормально
3748383,нормально,нормально,нормально,плохо,хорошо
90414886,плохо,отсутствует,отсутствует,нормально,нормально
39890194,нормально,нормально,плохо,нормально,нормально
8931721,нормально,хорошо,нормально,нормально,хорошо
77267779,плохо,нормально,отсутствует,нормально,нормально
6507669,нормально,отсутствует,плохо,нормально,хорошо
83824540,плохо,нормально,нормально,плохо,хорошо
30811288,плохо,отсутствует,отсутствует,нормально,нормально
10915925,плохо,хорошо,отсутствует,плохо,хорошо
7586081,отсутствует,отсутствует,отсутствует,хорошо,хорошо
63134601,нормально,нормально,плохо,плохо,нормально
78521122,плохо,нормально,плохо,плохо,нормально
64215570,отсутствует,отсутствует,отсутствует,плохо,хорошо
99297728,хорошо,нормально,нормально,хорошо,хорошо
88083209,плохо,отсутствует,отсутствует,нормально,нормально
65386767,нормально,нормально,отсутствует,хорошо,нормально
46136468,плохо,хорошо,отсутствует,нормально,нормально
88998980,нормально,нормально,нормально,нормально,нормально
52106142,нормально,нормально,нормально,нормально,нормально
91954887,плохо,отсутствует,отсутствует,нормально,нормально
62778681,хорошо,отсутствует,нормально,плохо,хорошо
1897005,отсутствует,плохо,отсутствует,плохо,хорошо
60227009,нормально,отсутствует,отсутствует,плохо,плохо
90865420,нормально,нормально,плохо,нормально,нормально
82845771,плохо,отсутствует,отсутствует,нормально,нормально
98612781,хорошо,плохо,отсутствует,хорошо,нормально
46498440,нормально,плохо,нормально,нормально,нормально
94373350,плохо,отсутствует,отсутствует,нормально,нормально
6406976,плохо,отсутствует,отсутствует,плохо,плохо
84205135,отсутствует,нормально,отсутствует,нормально,нормально
33835094,нормально,отсутствует,нормально,хорошо,нормально
71666061,плохо,нормально,отсутствует,плохо,нормально
60877517,хорошо,нормально,нормально,хорошо,хорошо
93504412,нормально,отсутствует,плохо,плохо,нормально
95940274,плохо,нормально,отсутствует,нормально,нормально
27563794,плохо,нормально,отсутствует,плохо,нормально
46652200,нормально,нормально,плохо,хорошо,нормально
95986698,нормально,плохо,отсутствует,нормально,плохо
47648647,нормально,отсутствует,нормально,хорошо,нормально
24190240,плохо,плохо,отсутствует,плохо,плохо
77589548,нормально,отсутствует,нормально,нормально,хорошо
3451068,нормально,отсутствует,отсутствует,нормально,нормально
9838881,плохо,отсутствует,отсутствует,нормально,нормально
71364261,отсутствует,хорошо,отсутствует,нормально,нормально
49300339,плохо,отсутствует,отсутствует,нормально,нормально
35646699,нормально,плохо,плохо,нормально,плохо
56415719,нормально,отсутствует,отсутствует,нормально,нормально
90557731,плохо,плохо,отсутствует,нормально,плохо
17248707,нормально,нормально,плохо,нормально,нормально
27112060,плохо,отсутствует,отсутствует,нормально,нормально
45291241,плохо,отсутствует,отсутствует,плохо,нормально
69092230,отсутствует,отсутствует,отсутствует,плохо,хорошо
13388236,нормально,хорошо,плохо,нормально,нормально
97679503,плохо,нормально,отсутствует,плохо,нормально
20487532,плохо,нормально,отсутствует,нормально,нормально
16586536,плохо,отсутствует,отсутствует,плохо,нормально
90696067,нормально,плохо,нормально,нормально,плохо
76549710,плохо,хорошо,отсутствует,нормально,нормально
46936391,хорошо,отсутствует,хорошо,нормально,хорошо
57661930,нормально,отсутствует,плохо,хорошо,нормально
63361718,нормально,хорошо,плохо,нормально,нормально
38998698,отсутствует,отсутствует,отсутствует,хорошо,нормально
58537539,хорошо,отсутствует,нормально,хорошо,нормально
74901842,нормально,плохо,плохо,плохо,плохо
54384918,нормально,отсутствует,плохо,нормально,нормально
23605471,плохо,отсутствует,отсутствует,нормально,нормально
67019769,плохо,нормально,отсутствует,плохо,нормально
10787995,хорошо,хорошо,хорошо,нормально,хорошо
81745826,плохо,нормально,отсутствует,нормально,нормально
89102825,нормально,хорошо,плохо,нормально,нормально
28228732,нормально,нормально,плохо,хорошо,нормально
92507785,нормально,хорошо,плохо,нормально,нормально
68401398,плохо,отсутствует,отсутствует,плохо,нормально
3254161,нормально,плохо,плохо,нормально,нормально
42217808,хорошо,нормально,нормально,хорошо,хорошо
28492238,нормально,нормально,нормально,нормально,нормально
55274739,плохо,хорошо,отсутствует,хорошо,нормально
65331682,плохо,отсутствует,отсутствует,плохо,плохо
46796563,плохо,нормально,отсутствует,хорошо,нормально
17214242,нормально,нормально,нормально,нормально,нормально
59134139,плохо,хорошо,отсутствует,нормально,нормально
8905972,плохо,плохо,отсутствует,хорошо,нормально
23567088,нормально,нормально,плохо,плохо,нормально
5698969,хорошо,хорошо,нормально,хорошо,хорошо
52439603,нормально,плохо,нормально,нормально,хорошо
33977185,плохо,плохо,отсутствует,нормально,нормально
36659785,нормально,нормально,нормально,нормально,хорошо
16163067,плохо,плохо,отсутствует,плохо,плохо
79756969,отсутствует,отсутствует,отсутствует,хорошо,хорошо
35757093,плохо,отсутствует,отсутствует,нормально,нормально
1879908,плохо,нормально,отсутствует,плохо,нормально
53479001,плохо,отсутствует,отсутствует,плохо,плохо
44815740,отсутствует,отсутствует,отсутствует,плохо,нормально
28685112,плохо,плохо,плохо,плохо,плохо
8691047,хорошо,плохо,хорошо,хорошо,хорошо
38227295,нормально,отсутствует,нормально,нормально,нормально
9770470,плохо,отсутствует,отсутствует,нормально,нормально
92377553,нормально,нормально,плохо,нормально,нормально
27690380,отсутствует,нормально,отсутствует,плохо,хорошо
67749912,нормально,отсутствует,хорошо,нормально,хорошо
74505163,нормально,плохо,нормально,нормально,хорошо
85104514,нормально,нормально,плохо,плохо,нормально
26539743,нормально,хорошо,плохо,нормально,нормально
30319761,плохо,хорошо,отсутствует,нормально,нормально
84210474,плохо,хорошо,отсутствует,нормально,нормально
49465272,нормально,отсутствует,отсутствует,нормально,нормально
87052007,хорошо,отсутствует,плохо,нормально,плохо
13753039,нормально,хорошо,плохо,нормально,нормально
50005906,нормально,отсутствует,плохо,нормально,нормально
76785423,нормально,отсутствует,плохо,плохо,нормально
36306020,нормально,плохо,плохо,хорошо,нормально
70096901,нормально,отсутствует,плохо,хорошо,нормально
29752171,нормально,плохо,нормально,плохо,нормально
33831493,плохо,плохо,отсутствует,хорошо,нормально
95522110,плохо,отсутствует,отсутствует,нормально,нормально
71202658,отсутствует,отсутствует,отсутствует,нормально,нормально
57737135,нормально,нормально,отсутствует,хорошо,нормально
90215766,плохо,плохо,отсутствует,плохо,плохо
99590019,плохо,нормально,отсутствует,хорошо,нормально
92842731,хорошо,плохо,хорошо,хорошо,хорошо
7044756,плохо,отсутствует,отсутствует,нормально,плохо
82994825,хорошо,отсутствует,хорошо,плохо,хорошо
60363940,плохо,плохо,отсутствует,нормально,плохо
71626926,отсутствует,отсутствует,отсутствует,плохо,нормально
7399243,нормально,плохо,нормально,хорошо,нормально
69386292,отсутствует,хорошо,отсутствует,хорошо,хорошо
41311037,нормально,хорошо,плохо,хорошо,нормально
69126876,отсутствует,нормально,отсутствует,плохо,хорошо
41949145,хорошо,плохо,хорошо,хорошо,хорошо
97291738,плохо,отсутствует,отсутствует,плохо,нормально
90419443,плохо,плохо,отсутствует,хорошо,плохо
91392342,плохо,плохо,отсутствует,нормально,нормально
44932060,нормально,плохо,плохо,нормально,нормально
45738080,нормально,отсутствует,нормально,плохо,плохо
53804020,плохо,нормально,отсутствует,плохо,нормально
48074885,нормально,плохо,плохо,плохо,плохо
4529102,нормально,нормально,хорошо,плохо,хорошо
14330529,плохо,отсутствует,отсутствует,нормально,нормально
16889027,плохо,плохо,плохо,плохо,плохо
10929010,плохо,отсутствует,отсутствует,плохо,плохо
39967501,хорошо,нормально,нормально,хорошо,хорошо
22230982,хорошо,хорошо,хорошо,хорошо,хорошо
47098780,плохо,нормально,отсутствует,хорошо,нормально
21532850,нормально,отсутствует,плохо,хорошо,нормально
1155860,нормально,плохо,нормально,нормально,хорошо
33550115,плохо,плохо,отсутствует,хорошо,нормально
54839515,нормально,отсутствует,плохо,нормально,нормально
50537575,отсутствует,нормально,хорошо,плохо,хорошо
97636637,плохо,отсутствует,отсутствует,нормально,плохо
68823086,нормально,нормально,плохо,хорошо,нормально
88087566,нормально,плохо,плохо,хорошо,нормально
55165454,нормально,отсутствует,нормально,нормально,хорошо
81528778,плохо,хорошо,отсутствует,нормально,нормально
65799118,плохо,плохо,плохо,плохо,нормально
89899983,нормально,плохо,нормально,плохо,хорошо
22090906,плохо,отсутствует,отсутствует,плохо,хорошо
52067480,плохо,плохо,отсутствует,хорошо,нормально
24169160,хорошо,отсутствует,хорошо,нормально,хорошо
83586766,хорошо,хорошо,нормально,нормально,нормально
66667021,плохо,плохо,отсутствует,нормально,плохо
24782277,нормально,отсутствует,плохо,плохо,нормально
76582417,нормально,плохо,отсутствует,нормально,плохо
15697592,плохо,отсутствует,отсутствует,плохо,плохо
89649712,нормально,отсутствует,плохо,плохо,нормально
33710668,плохо,отсутствует,отсутствует,нормально,нормально
77424729,нормально,отсутствует,плохо,нормально,нормально
97099076,нормально,отсутствует,плохо,хорошо,нормально
104858,плохо,плохо,отсутствует,нормально,нормально
79910525,нормально,нормально,плохо,нормально,нормально
72654822,хорошо,плохо,хорошо,нормально,хорошо
63618698,нормально,отсутствует,нормально,нормально,хорошо
35060116,плохо,плохо,отсутствует,хорошо,плохо
69083554,плохо,плохо,хорошо,плохо,хорошо
40291200,плохо,нормально,отсутствует,хорошо,нормально
62955431,нормально,отсутствует,отсутствует,нормально,нормально
92706819,нормально,отсутствует,плохо,хорошо,нормально
14922519,плохо,нормально,нормально,плохо,хорошо
31116827,плохо,плохо,отсутствует,нормально,плохо
62910423,плохо,отсутствует,отсутствует,плохо,нормально
68397247,плохо,нормально,отсутствует,нормально,нормально
95091146,плохо,нормально,отсутствует,нормально,нормально
76394472,отсутствует,отсутствует,отсутствует,нормально,хорошо
47012565,плохо,нормально,хорошо,плохо,хорошо
98360132,нормально,отсутствует,плохо,нормально,нормально
50622029,нормально,хорошо,нормально,нормально,хорошо
91843854,нормально,отсутствует,нормально,нормально,нормально
21580424,нормально,нормально,плохо,нормально,нормально
51390100,плохо,хорошо,отсутствует,хорошо,нормально
69560033,плохо,отсутствует,отсутствует,плохо,нормально
61772316,плохо,отсутствует,отсутствует,нормально,плохо
80307623,плохо,плохо,отсутствует,хорошо,нормально
2590724,нормально,плохо,плохо,нормально,нормально
6138,нормально,отсутствует,нормально,хорошо,нормально
31766160,нормально,плохо,хорошо,нормально,хорошо
50221285,нормально,отсутствует,нормально,хорошо,нормально
21675249,нормально,отсутствует,отсутствует,плохо,нормально
71954428,плохо,отсутствует,плохо,плохо,плохо
39739786,плохо,отсутствует,отсутствует,хорошо,плохо
71154278,плохо,нормально,отсутствует,нормально,нормально
58941754,нормально,отсутствует,плохо,плохо,нормально
57337721,нормально,нормально,нормально,нормально,хорошо
94363207,плохо,нормально,отсутствует,хорошо,нормально
18850710,нормально,плохо,плохо,хорошо,нормально
68493587,нормально,плохо,плохо,плохо,плохо
8193710,хорошо,нормально,хорошо,плохо,хорошо
56388777,плохо,отсутствует,отсутствует,нормально,нормально
15731363,плохо,отсутствует,отсутствует,нормально,нормально
21889271,плохо,плохо,отсутствует,плохо,плохо
59414302,плохо,нормально,плохо,нормально,хорошо
47654598,нормально,отсутствует,нормально,плохо,хорошо
38614449,нормально,плохо,плохо,хорошо,хорошо
89962541,плохо,плохо,отсутствует,хорошо,нормально
76061847,плохо,нормально,отсутствует,нормально,нормально
8826339,плохо,хорошо,отсутствует,плохо,нормально
35923037,плохо,плохо,отсутствует,плохо,плохо
38376424,плохо,нормально,плохо,нормально,нормально
76121372,плохо,отсутствует,отсутствует,нормально,нормально
95338309,плохо,нормально,отсутствует,нормально,нормально
92949494,хорошо,хорошо,хорошо,нормально,хорошо
55214447,хорошо,хорошо,нормально,плохо,хорошо
94456160,плохо,хорошо,отсутствует,нормально,нормально
58457523,нормально,плохо,плохо,хорошо,нормально
24062742,хорошо,хорошо,хорошо,хорошо,хорошо
18997271,хорошо,нормально,плохо,плохо,нормально
45942514,нормально,нормально,плохо,нормально,нормально
22739754,хорошо,отсутствует,нормально,хорошо,хорошо
56194585,нормально,хорошо,хорошо,нормально,хорошо
87946394,хорошо,нормально,плохо,хорошо,плохо
58476125,хорошо,отсутствует,нормально,плохо,хорошо
35810898,плохо,нормально,отсутствует,хорошо,нормально
79204213,хорошо,хорошо,плохо,плохо,нормально
56651033,плохо,отсутствует,отсутствует,плохо,нормально
45854708,плохо,отсутствует,отсутствует,хорошо,нормально
56901270,плохо,нормально,отсутствует,хорошо,плохо
37041692,плохо,плохо,отсутствует,плохо,плохо
8371754,плохо,плохо,отсутствует,плохо,плохо
82061747,нормально,плохо,отсутствует,нормально,нормально
91253006,хорошо,хорошо,хорошо,хорошо,хорошо
678769,отсутствует,нормально,отсутствует,нормально,нормально
23756014,нормально,плохо,хорошо,нормально,хорошо
10312314,плохо,нормально,отсутствует,плохо,нормально
85953764,плохо,плохо,отсутствует,нормально,нормально
44033024,нормально,отсутствует,плохо,нормально,нормально
63359751,нормально,плохо,плохо,хорошо,плохо
31035938,плохо,отсутствует,отсутствует,плохо,плохо
67094829,нормально,плохо,нормально,нормально,нормально
91806237,нормально,отсутствует,плохо,нормально,хорошо
96582090,плохо,плохо,отсутствует,нормально,нормально
23774301,нормально,плохо,хорошо,нормально,хорошо
31582310,плохо,нормально,плохо,нормально,нормально
83086655,нормально,нормально,нормально,нормально,нормально
52958404,нормально,нормально,плохо,хорошо,нормально
53021166,хорошо,нормально,плохо,хорошо,нормально
66390819,нормально,плохо,нормально,нормально,хорошо
46814924,плохо,отсутствует,отсутствует,нормально,нормально
10606052,плохо,плохо,отсутствует,плохо,плохо
68980100,плохо,нормально,отсутствует,плохо,плохо
27911609,хорошо,плохо,отсутствует,хорошо,нормально
82148678,нормально,нормально,плохо,нормально,нормально
56014306,нормально,отсутствует,плохо,нормально,нормально
57086246,нормально,отсутствует,плохо,хорошо,нормально
69049296,нормально,нормально,плохо,хорошо,нормально
70223708,нормально,отсутствует,плохо,хорошо,нормально
46491569,плохо,нормально,отсутствует,хорошо,нормально
33914490,плохо,отсутствует,хорошо,плохо,хорошо
79122058,хорошо,хорошо,хорошо,хорошо,хорошо
3391239,отсутствует,плохо,отсутствует,нормально,хорошо
54430079,нормально,отсутствует,плохо,хорошо,плохо
38592950,плохо,плохо,отсутствует,плохо,плохо
87267250,нормально,отсутствует,нормально,нормально,хорошо
80905156,плохо,плохо,отсутствует,нормально,плохо
33506765,плохо,нормально,плохо,плохо,нормально
95817698,нормально,отсутствует,нормально,нормально,нормально
60479178,нормально,плохо,плохо,нормально,хорошо
75661110,нормально,нормально,нормально,нормально,нормально
13943010,плохо,нормально,отсутствует,плохо,нормально
96813517,плохо,отсутствует,отсутствует,плохо,нормально
47520170,плохо,отсутствует,отсутствует,плохо,плохо
8526118,плохо,отсутствует,отсутствует,нормально,нормально
93988334,нормально,нормально,плохо,хорошо,нормально
89729062,плохо,отсутствует,плохо,плохо,нормально
10819846,плохо,отсутствует,отсутствует,хорошо,нормально
44787511,нормально,нормально,плохо,хорошо,хорошо
91978143,нормально,плохо,отсутствует,нормально,нормально
